gene	p
PGC	0.488892264762674
RP11-298J23.8	0.488892264762674
AC011893.3	0.48888426927213
LCT	0.748006124545756
MCM6	0.604551033217265
FBXO45	0.604507058019277
HLA-DRB9	0.604495064783462
LDHAP3	0.488808312111969
CXCL9	0.604415109878029
RP11-630D6.5	0.604415109878029
AC109925.1	0.3078
AC055736.1	0.604383127915855
H2AFZP4	0.3078
HSPD1P10	0.488640406810559
HGSNAT	0.604291179774607
VN1R46P	0.3077
RP1-102G20.5	0.3077
CECR6	0.885840386022283
SFI1	0.953882010546052
CYCSP17	0.686240960098504
RNU6-1248P	0.604151258690099
AL163760.1	0.488436521801704
FCRL2	0.604071303784665
AC026512.1	0.3075
RP11-655B23.1	0.3075
REP15	0.74746243118881
RP3-366N23.4	0.686009090872748
TTLL2	0.747446440207723
IFNA13	0.488232636792849
IFNA2	0.488232636792849
LRG_263	0.685941129203129
PMP22	0.685941129203129
H3F3A	0.3073
RP11-396C23.4	0.3073
SLC30A2	0.488108706689427
TRIM63	0.603763477398747
ZNF568	0.861526099280006
RN7SL575P	0.488048740510352
DCAF10	0.685717255467916
PAICSP1	0.48799676982182
RP11-6O2.3	0.861390175940769
RP11-378E13.4	0.3072
TADA2A	0.794451929111981
RP11-473A10.2	0.794447931366709
CSNK1E	0.794391962932906
CHRNA10	0.603511619446632
RP11-693L9.2	0.685569338892864
PTCHD3P1	0.794343989989646
GYG1	0.603443657777014
UBQLN4P1	0.3071
RNU4ATAC10P	0.487740914124434
RNU4ATAC5P	0.487740914124434
RP11-66B24.2	0.487724923143347
RP11-66B24.3	0.487724923143347
RP11-66B24.7	0.487724923143347
RPS7P10	0.603303736692505
COL24A1	0.998844651616488
PROSER2-AS1	0.861026381121048
SLAIN1	0.746722848313551
AC005358.1	0.920648754102686
AC092933.3	0.3069
WDR53	0.603019896778217
RP11-53O19.1	0.860858475819638
RP11-748H22.1	0.684941692885213
RP11-483P21.2	0.831155228451154
CD46	0.487189225276944
LRG_155	0.487189225276944
RNA5SP142	0.487137254588412
AC007349.7	0.684789778564889
RP11-64C1.1	0.746211136918778
FAM92A1P2	0.602624119996322
RP11-335L23.2	0.602624119996322
PRELID1P4	0.48696535154173
RP11-233E12.2	0.746083209070084
RP11-233E12.4	0.746083209070084
RPL36AP33	0.3065
AC019051.1	0.3065
EMC4	0.602468207930727
SLCO4A1	0.793440499558249
RP11-1059L18.1	0.486685509372714
MBNL2	0.988190660467496
GNAS	0.884473157139373
GNAS-AS1	0.860314782462691
RP4-806M20.3	0.602192363506982
RMRPP2	0.486505610835489
RP11-428J1.4	0.793112684445972
RP11-428J1.5	0.793112684445972
RP11-141A19.1	0.745611475128028
CD59	0.884277267621062
LRG_41	0.860106899708564
RP11-318I4.1	0.48638967622261
ATXN7L3	0.684042200199088
CTB-175E5.7	0.684042200199088
UBTF	0.684042200199088
MYADML	0.745519526986779
DSTNP5	0.745507533750964
AC106874.1	0.683998225001099
AC106874.3	0.486329710043535
GAS5	0.486297728081362
GAS5-AS1	0.486297728081362
RP11-512M8.3	0.306
AP002490.1	0.306
LRTOMT	0.486225768666472
MIR3165	0.306
NUMA1	0.486225768666472
SPRR2C	0.306
SPRR2G	0.306
CTB-158E9.1	0.792844835512771
CTB-158E9.2	0.683858303916591
HAND1	0.792844835512771
FNBP1	0.933061753171211
CTD-2284J15.1	0.3059
WWP1	0.745255675798849
CSH2	0.3059
GH2	0.3059
RP11-630H24.3	0.3059
RP11-501M7.1	0.683718382832083
ARRDC4	0.859839050775363
RP11-543D5.1	0.683654418907736
RP11-351M16.3	0.943819685697267
LATS1	0.683622436945563
CTB-78H18.1	0.6015407310277
SMIM23	0.683606445964476
CACNA1C-AS3	0.60151674455607
RP11-1007G5.2	0.601440787395909
TTBK2	0.744923862941301
AC134729.1	0.485782018941317
CARD6	0.601244897877597
RPL37	0.601244897877597
SNORD72	0.485750036979144
C7ORF60	0.3057
FAM184B	0.792249171467292
CBX1P5	0.3056
PPAP2A	0.744656014008099
ANTXR2	0.952622720785477
RNU6-367P	0.48555014971556
AIFM3	0.792037290967894
LZTR1	0.93255403952171
THAP7	0.919401457577926
XXBAC-B135H6.18	0.600997037670754
MCMBP	0.683014779664269
KRT18P43	0.485490183536485
RP11-784B15.1	0.682958811230466
AC097382.1	0.48545420382904
RN7SKP292	0.48545420382904
ASS1P12	0.3055
RP11-1078H9.5	0.744432140272886
RNU6-1098P	0.682698957787808
RP11-264L1.4	0.791709475855617
HNRNPDL	0.682650984844548
RP11-181K12.2	0.791673496148172
OR5BJ1P	0.485138381952579
OR5BT1P	0.485138381952579
CYCSP25	0.3052
RP11-298H24.1	0.829160353560592
ZNF330	0.60055728569087
AC005522.6	0.3052
ANKRD19P	0.744028368000448
ZNF484	0.682523056995854
TCEB1P28	0.485018449594429
RP5-886K2.1	0.485002458613342
PRDM4	0.60041336686109
RP11-864J10.4	0.60041336686109
RN7SKP24	0.305
TRBV3-1	0.305
TRBV4-1	0.305
TRBV5-1	0.305
SDE2	0.305
HNRNPA1P62	0.305
CD248	0.305
RP11-867G23.13	0.305
RPL5P9	0.305
RP11-85I21.1	0.682343158458629
RP11-565J7.1	0.484826557821389
RP11-540H22.2	0.600253457050224
LMAN1L	0.484794575859215
RP11-881M11.8	0.682287190024826
SLC25A5P4	0.484770589387585
RNU6-347P	0.484730611934869
RNU7-6P	0.484730611934869
RNA5SP213	0.600089549494085
RN7SL258P	0.3048
RP11-615I2.2	0.484642661538892
RP4-552O12.1	0.3048
KB-1205A7.2	0.3048
BRIP1	0.828664633146905
LRG_300	0.828664633146905
GRP	0.858435842185008
ROPN1	0.682011345601081
LINC00459	0.3047
RPL32P28	0.3047
RP11-732M18.3	0.484458765256395
CTD-2139B15.1	0.484438776530037
RP11-295M18.2	0.5998616780136
RP11-295M18.6	0.5998616780136
RP11-578C11.2	0.3046
TBC1D3P5	0.484406794567864
AC002451.3	0.743340755813721
PDK4	0.790893935820197
ABCD2	0.681739498922608
FGFBP3	0.599681779476375
RP11-402D21.2	0.484270871228627
MIR599	0.3046
MIR875	0.3046
RP11-75N20.2	0.3045
AC104532.2	0.3045
AC104532.4	0.3045
CAPS	0.3045
VMAC	0.3045
RP11-134K1.3	0.828312831562999
UBALD2	0.681647550781359
MECR	0.599561847118225
RP11-467D18.2	0.599561847118225
EIF3G	0.484074981710315
P2RY11	0.484074981710315
SNORD105B	0.484074981710315
RPL36AP39	0.599465901231705
RP11-470F18.1	0.743036927173074
RP11-165H23.1	0.681495636461036
RP11-227H4.5	0.599377950835729
RPL38P4	0.599377950835729
RP4-553F4.2	0.3043
MYL8P	0.3043
RN7SKP234	0.483931062880535
LRG_458	0.483923067389992
NPM1	0.483923067389992
SMARCA4	0.918206131741698
PPIAP31	0.48387109670146
RNU7-22P	0.48387109670146
AC061975.6	0.483863101210917
CTD-2008P7.8	0.483863101210917
PPY2	0.483863101210917
PMS2P3	0.48379913728657
RP11-298J23.5	0.483771153069669
TFEB	0.901959294957644
CASP9	0.681119848405499
CELA2B	0.599082117685625
RP11-231C18.2	0.483723180126409
AC068831.3	0.599038142487637
HDDC3	0.483711186890594
RN7SL63P	0.790222314614557
RP11-253D19.1	0.790222314614557
OR5M4P	0.304
FAM185A	0.483587256787172
GALNT1	0.857596315677958
RP11-712P20.2	0.304
TPI1P3	0.3039
AC020594.5	0.742405283420151
RP11-1102P16.1	0.95150335210941
CTD-2147F2.2	0.901675455043356
RP11-91I20.1	0.598654358941557
RP11-91I20.2	0.3038
RP11-429O1.1	0.942240576314958
AC079741.2	0.680636121227628
AC005356.1	0.483231457457994
HMGN2P15	0.3037
RAMP2	0.3037
RAMP2-AS1	0.3037
RP11-315I14.2	0.881630760251218
RP11-95M15.1	0.3037
RNU1-65P	0.5984224897158
HIST1H2AM	0.3036
HIST1H2BO	0.3036
HIST1H3J	0.3036
RNU7-26P	0.3036
AP3M2	0.598366521281997
RP11-589C21.5	0.598366521281997
RP11-589C21.6	0.483071547647127
C5ORF30	0.3036
ACRBP	0.483035567939682
LPAR5	0.598330541574552
RNA5SP176	0.598318548338737
AC079779.7	0.680348283568068
MIR4651	0.3035
POR	0.789598666352177
RPL7L1P3	0.3035
RPL30P9	0.598258582159662
CTD-2340D6.1	0.3035
AC016724.6	0.482855669402457
IL36A	0.598142647546784
OR7E25P	0.482835680676099
IVD	0.598082681367709
CAPN5	0.789330817418976
MYO7A	0.941952738655398
CD320	0.679984488748346
KAT6A	0.789182900843924
RPL13AP3	0.679692653343514
RNU6-237P	0.482411919677302
RP11-252A24.7	0.482411919677302
CTC-498J12.3	0.597614945170924
SLC30A5	0.679652675890798
AC069240.1	0.3031
RP11-385N17.3	0.3031
RNA5SP106	0.679480772844116
CD22	0.880927157083405
FFAR1	0.826545828152922
FFAR3	0.679436797646128
TMEM44-AS1	0.59736708496408
RP11-46A10.4	0.597307118785005
RP11-160C18.2	0.788735153373497
RPL18P11	0.597283132313375
RP1-232L24.2	0.303
MIR2467	0.48207211132921
ORC5	0.941672896486382
MKNK1	0.788679184939694
MOB3C	0.679232912637273
RFT1	0.740866151490559
PCCA-AS1	0.740858156000016
MTND1P18	0.3028
MTRNR2L7	0.3028
RP11-544I20.2	0.48185623308454
RP1-102E24.1	0.3027
AC013402.3	0.48180826014128
AC013402.4	0.597003290144359
RP6-65G23.3	0.740638280010074
SPACA1	0.481704318764217
AL445204.1	0.3026
RP11-53B2.4	0.740562322849913
SLC18A2	0.740486365689751
RP11-13G14.4	0.916938846490579
AC005357.1	0.481552404443894
AC018799.1	0.788211448742909
RP11-129M6.1	0.481536413462807
RP3-416J7.1	0.3025
RP11-179K3.2	0.740294473916711
MIR4729	0.481348519435039
LBH	0.965139661231066
RP11-713P14.1	0.678477338780928
ZBTB20-AS1	0.678453352309297
C11ORF88	0.3023
LAYN	0.3023
RP11-54D18.2	0.596395632863065
AC131025.8	0.787831662942101
IL17B	0.855621429513754
MIR143HG	0.916627022359389
HAT1	0.678301437988974
RP11-794A8.1	0.3023
RAB21	0.596275700504915
RP11-867G2.5	0.481008711086947
AC097468.7	0.48096873363423
CDK5R2	0.48096873363423
KRT8P30	0.3021
PRPS1P1	0.3021
CPNE3	0.879963700472933
GLP1R	0.929831574991705
RP1-202I21.3	0.3021
ELK4	0.787535829791997
RP11-22C11.1	0.595943887647367
CTD-2013M15.1	0.302
PMS2CL	0.595791973327044
EXOGP1	0.480640918521954
RN7SL688P	0.48063292303141
RP11-650J17.2	0.739514913588736
RP11-450H6.3	0.3018
CDK5RAP3	0.595624068025634
RP11-6N17.10	0.595624068025634
RP11-6N17.9	0.787220007915536
RPL7AL3	0.677657801000236
C3ORF17	0.677641810019149
GTPBP8	0.677641810019149
SSC5D	0.787112068793201
RNU1-104P	0.595440171743137
RP11-955H22.4	0.480301110173862
RP1-95L4.4	0.480293114683319
RPL34P23	0.48027312595696
CTU2	0.595404192035692
AC012309.5	0.480145198108267
CTD-3220F14.1	0.3016
RP11-497H17.1	0.3015
RP11-32I2.1	0.3015
FEN1	0.677170076077092
MIR611	0.677170076077092
TMEM258	0.738903258562171
TMCC2	0.786756269464022
UCHL5	0.3014
AC104777.4	0.677078127935844
C8ORF74	0.824498982573828
RNA5SP252	0.594948449074722
RNU6-182P	0.479833373977077
RNU6-1152P	0.3013
EME2	0.479733430345285
IGFALS	0.3013
MRPS34	0.479733430345285
NME3	0.479733430345285
NUBP2	0.3013
SPSB3	0.3013
RP11-489E7.4	0.3013
TMEM66	0.479701448383112
AC073218.3	0.676854254200631
TRAV29DV5	0.738603427666796
RFPL4AP3	0.479641482204037
ITPA	0.676794288021556
LINC00525	0.786388476899029
ING3	0.479537540826974
RNA5SP240	0.479537540826974
RNU6-130P	0.3011
RP4-673D20.4	0.479497563374257
AP000350.10	0.89921684170128
AP000350.4	0.786268544540879
AP000350.5	0.824159174225737
MIF	0.786268544540879
SLC2A11	0.915751516144894
IFNA10	0.3009
IFNA7	0.3009
IFNWP18	0.3009
IFNWP9	0.3009
RPS19P6	0.594424744444134
KCTD3	0.3009
AC025918.2	0.3009
SLTM	0.594376771500873
THA1P	0.3009
EN2	0.479229714441055
AC007016.3	0.479205727969425
AC091814.2	0.786068657277296
AC091814.3	0.676362531532216
CLEC2A	0.915607597315114
RP11-730N24.1	0.676342542805857
AC009506.2	0.3007
CFDP1	0.823943295981067
EXOSC1	0.479137766299807
ZDHHC16	0.594216861690007
RN7SKP276	0.594192875218377
APEX1	0.479089793356547
TMEM55B	0.479089793356547
CD53	0.738015759111861
LINC00866	0.3007
BUB1P1	0.823827361368188
SMURF1	0.853910394537481
PAIP1P1	0.3005
RP11-51I5.1	0.478722000791554
CRX	0.675826833665812
ZIC4	0.785516968429806
ZIC4-AS1	0.478638048140849
EIF4EBP2P3	0.478602068433404
PLEKHO1	0.478566088725959
RP11-382A20.5	0.957527954233812
RP11-382A20.6	0.785437013524372
RP11-452D2.1	0.3004
DDX18P6	0.675610955421142
LINC00502	0.737428090556926
ASB15	0.853614561387378
RP11-390E23.3	0.675582971204241
RPS26P3	0.478454151858352
RP11-264L1.3	0.737340140160949
AFAP1-AS1	0.785225133024974
RNU6-1228P	0.675319120016311
AC007461.1	0.478202293906237
LINC01152	0.593233416353177
RP11-84E24.2	0.593233416353177
RP11-51M24.1	0.593201434391003
AC069157.1	0.3
AP005135.2	0.3
SERINC3	0.3
TTPAL	0.3
RP11-67C2.2	0.675147216969629
SETD6	0.2999
PIWIL2	0.784825358497807
RP11-657O9.1	0.784753399082917
AC009365.4	0.477714568983094
MIR320B2	0.2997
RP11-276H19.1	0.939717999048537
RP11-59H1.4	0.477670593785105
RBM43P1	0.784641462215311
RP11-196I18.2	0.736568575323518
RP11-196I18.3	0.674707464989746
RP11-196I18.4	0.674707464989746
C20ORF196	0.988382552240536
CCNY	0.89794555870489
AC009499.2	0.477546663681684
RP11-73M7.1	0.2996
RP11-375B1.1	0.736476627182269
CTA-221G9.10	0.592517819949548
CA2	0.2994
SLAIN2	0.736256751192327
AC005391.2	0.2994
ARID3A	0.477282812493753
KISS1R	0.477282812493753
RP11-265B8.5	0.2994
GGACT	0.592241975525803
RP11-151A6.4	0.592241975525803
APOA5	0.2993
AP000347.4	0.477094918465985
KB-1572G7.3	0.592070072479122
TRIB1	0.784045798169832
DAB1-AS1	0.822036371486482
ARHGEF37	0.897577766139897
RPL29P14	0.2991
KIAA0226L	0.735844983429346
PPP1R2P4	0.735844983429346
KRT35	0.735789014995543
CTD-2210P24.1	0.735773024014456
CTD-2210P24.2	0.591814216781735
RN7SKP52	0.673839954265794
NAA16	0.673819965539436
RNU6-57P	0.591738259621573
RP11-361D14.2	0.673811970048892
AP000487.6	0.735617111948861
MIR548K	0.2989
PITPNM2	0.852195361815936
RP11-197N18.7	0.2989
E2F8	0.735581132241416
RNA5SP289	0.2989
RP11-72B4.2	0.2989
UEVLD	0.476667159721917
MB21D2	0.914056472149708
CBX1	0.673580100823136
SNX11	0.2988
KLHL33	0.735437213411636
RP11-536I6.1	0.673512139153517
MRPS10	0.591354476075493
BHLHE41	0.476367328826542
RP11-283G6.3	0.2987
CEP70	0.591222550481528
RNA5SP84	0.591142595576095
RP11-58K22.5	0.47621941225149
ATP5HP1	0.59105864292539
TGM5	0.783198276172239
RP5-826L7.1	0.476139457346057
GLTP	0.590906728605067
RN7SL441P	0.476063500185895
RP1-7G5.5	0.2985
RP11-425A23.1	0.2984
RP11-752L20.5	0.734853542601972
LRG_212	0.734849544856701
RP1-39G22.4	0.2984
ZMPSTE24	0.734849544856701
SORT1	0.672840517947877
NLRP14	0.672796542749889
RP11-90C4.1	0.782842476843061
C10ORF126	0.672768558532987
BSDC1	0.475807644488508
GAPDHP20	0.2983
RP11-404K5.4	0.475707700856717
AC068042.1	0.475683714385087
RP11-186O14.7	0.590526942804258
RP11-450H5.3	0.2981
PI16	0.851243898441279
RP5-1096D14.3	0.734413790622089
TPMT	0.590323057795403
PRDM7	0.590311064559588
HMGB3P21	0.298
SPICE1	0.672252849392942
NCR3LG1	0.734129950707801
GOLT1A	0.672180889978052
CTC-218B8.3	0.475267948876833
CERK	0.938494688995407
AC067805.1	0.2978
AC009967.3	0.672056959874631
UBE2V1P2	0.2978
GDPD1	0.475124030047054
SMG8	0.2978
AC135178.1	0.733938058934761
KRBA2	0.733938058934761
RP11-849F2.5	0.782106891713074
RP11-849F2.7	0.733938058934761
RP11-335O13.7	0.475016090924718
KB-431C1.5	0.474952127000372
GDAP1L1	0.589727393749925
MTX3	0.2976
HPS3	0.820097465029723
CBX2	0.671781115450886
CBX8	0.733730176180634
RP11-353N14.1	0.589683418551937
RP4-781K5.5	0.671765124469799
RP4-781K5.6	0.820073478558093
RP11-481H12.1	0.589647438844492
DUPD1	0.733666212256287
JAKMIP2	0.986011889294438
ERCC2	0.589507517759983
LRG_461	0.589507517759983
PPP1R13L	0.671581228187302
SEC14L3	0.850352401245697
CEACAM1	0.474720257774615
RP11-446N19.1	0.589447551580908
CSNK1G2	0.671457298083881
PRKD3	0.926425496020245
AC078883.3	0.671337365725731
CDA	0.781439268252705
COX6CP11	0.589207686864608
AL137008.1	0.671265406310841
RCC2P7	0.671265406310841
OS9	0.671221431112852
RP11-571M6.7	0.671221431112852
RP5-1074L1.4	0.733146505370971
SMG9	0.589095749997002
RP11-511B23.1	0.819505798729517
CTC-524C5.2	0.474344469719078
RPAIN	0.474344469719078
MEAF6	0.733090536937167
MIR5581	0.733090536937167
RP11-545P6.2	0.589047777053742
AKR1A1	0.474304492266362
PICALM	0.947517600073559
RP11-460B17.3	0.987902822807936
CTD-2515H24.4	0.732966606833746
CYCSP2	0.2971
CRB2	0.732850672220867
RP11-704C2.1	0.732842676730324
RP11-380J14.1	0.588835896554343
LY75	0.973087178831139
LY75-CD302	0.973087178831139
GAR1	0.297
RP11-602N24.3	0.297
RP11-841O20.2	0.588735952922552
ISCA1P2	0.588655998017118
RP11-461O14.3	0.2968
KRT18P17	0.2968
AC061992.1	0.473760798909415
PGS1	0.849564845427179
FABP7P2	0.473712825966155
KCNIP3	0.780679696651089
AC002116.7	0.473640866551265
THAP8	0.473640866551265
AC104169.1	0.473612882334363
ZNF747	0.849464901795387
ZNF768	0.670373909115259
OR4C15	0.780567759783482
MIR4296	0.732330965335551
AC016706.1	0.588200255056148
KRTAP2-5P	0.473464965759312
KRTAP4-7	0.473464965759312
AMDHD1	0.895031202401845
RP11-164N3.3	0.818686260948825
GFRAL	0.925881802663298
RP11-410L14.1	0.2964
RP11-410L14.2	0.473309053693717
AC013248.2	0.732083105128707
IMPDH1	0.670018109786081
MYH8	0.473185123590295
SBK1	0.669982130078636
CEL	0.473133152901763
CELP	0.473133152901763
MIR4445	0.473097173194318
RP11-547M24.1	0.587800480528982
RPS10P21	0.731935188553656
CTC-503J8.6	0.473045202505787
OR8B8	0.472969245345625
RP11-248J18.2	0.2961
SAV1	0.587668554935017
GMPR2	0.2961
TGM1	0.47295725210981
TINF2	0.2961
RP11-283I3.1	0.669770249579237
SLC6A12	0.669770249579237
RNU6-1039P	0.874178963064831
CTD-2647L4.1	0.87415097884793
KIF13B	0.992260365154053
RP11-473E2.3	0.472853310732747
RP11-358L4.1	0.58748465865252
FOXE3	0.472793344553672
DUSP13	0.669590351042012
PPIAP13	0.472757364846227
RP11-439L18.1	0.2959
RP11-439L18.2	0.2959
RP11-582E3.2	0.472689403176608
RP11-582E3.4	0.2959
EZH2	0.894583454931419
RP11-1299A16.3	0.472661418959707
FANCI	0.731511427554859
LRG_500	0.731511427554859
POLG	0.779788199455507
EXTL3-AS1	0.472633434742805
KB-1615E4.3	0.472581464054273
CREBZF	0.669318504363539
RN7SL483P	0.472557477582643
RP11-778J16.2	0.472557477582643
AP004372.1	0.817886711894491
AC092646.3	0.47247752267721
SH3BP2	0.779476375324317
AC000003.1	0.472393570026505
PHF19	0.731103657537149
RP11-136O12.2	0.925242163419831
HFE	0.873571305783538
RP11-669M16.2	0.817662838159278
AMOTL2	0.668954709543817
BOD1L1	0.586805041956337
AC092958.1	0.472185687272378
RP11-501O2.1	0.668866759147841
RP11-639B1.1	0.472185687272378
PWP1	0.730831810858676
ATIC	0.779116578249867
RP5-1031J8.1	0.586641134400198
ELOVL7	0.946530156991457
AKR1B15	0.730687892028896
RP5-1029K10.2	0.668534946290292
RP5-1029K10.4	0.471921836084448
RP11-15H20.5	0.471893851867547
ZNF724P	0.586433251646072
PRLHR	0.668478977856489
RMRPP5	0.668419011677414
ATP2A2	0.471761926273582
CTC-756D1.1	0.586297328306835
RP11-498M5.2	0.586181393693957
NBPF13P	0.730276124265914
RP11-325P15.1	0.471610011953258
ZFP3	0.778584878128735
ZNF232	0.668171151470571
POU2F1	0.893703950971652
CNTRL	0.77850092547803
RP11-144O23.8	0.471438108906577
LINC00867	0.58582959211005
GJA1P1	0.471310181057883
RP11-19G24.2	0.471290192331525
RP11-492M23.2	0.471238221642993
TRIAP1P1	0.471226228407178
MMP1	0.585689671025542
RP11-134L4.2	0.585645695827553
SLC1A4	0.81656345820957
ALDH7A1P4	0.2948
OR13E1P	0.585521765724132
TMEM8B	0.778085159969777
RP11-575N15.1	0.471046329869953
GGT6	0.667499530264931
RP11-669M16.1	0.81641953937979
SLC9A1	0.2947
RP1-63G5.7	0.585313882970005
MED20	0.847182189245266
SLC13A1	0.777897265942009
FAM168B	0.585237925809843
MRC1	0.2945
TMEM236	0.2945
LRG_329	0.816219652116206
SLURP1	0.470718514757677
THEM6	0.2945
TMPRSS13	0.847034272670214
XXBAC-BPG154L12.4	0.777673392206795
RP11-73G16.2	0.77766139897098
RP11-73G16.3	0.77766139897098
THRAP3	0.667051782794504
RP11-111D3.2	0.2944
AC008555.2	0.470526622984637
CTC-523E23.11	0.584934097169197
AC012363.13	0.584910110697567
RP11-123C21.2	0.2943
PRKAB2	0.584766191867787
RP11-402L5.1	0.470358717683227
RNU6-194P	0.470354719937955
AC090103.1	0.666823911314019
RP11-183M13.1	0.961245857336462
ALG2	0.470282760523065
SEC61B	0.470282760523065
LINC00561	0.470114855221655
CTB-32O4.2	0.666568055616632
UQCRFS1	0.584470358717683
KRT18P27	0.294
MIR622	0.294
AC083810.1	0.294
SPAG17	0.815548030910566
RP11-179B15.5	0.294
CTC-550M4.1	0.58439040381225
RN7SL255P	0.294
RP1-80N2.2	0.728617059978172
RP11-503C24.2	0.666312199919246
RP11-503C24.3	0.666312199919246
RP11-503C24.4	0.666312199919246
RP11-61D1.2	0.2939
FAIM3	0.58415053909595
IL24	0.58415053909595
RP11-564A8.4	0.58415053909595
RP11-564A8.8	0.58415053909595
TPM3P1	0.2938
ANXA7	0.2938
RP11-537A6.9	0.2938
SKIV2L2	0.976069496803803
MLF2	0.776705937851052
RP4-761J14.10	0.666068337457674
AC138623.1	0.469615137062697
LPCAT1	0.94538680184376
FAM179B	0.469591150591067
KLHL28	0.469591150591067
MLN	0.776633978436162
RP11-367H5.8	0.46955117313835
CTSH	0.665808484015016
RP11-131K5.2	0.583706789370795
CTD-2541J13.1	0.2936
PSMC1P12	0.469323301657865
RP11-190D6.2	0.469307310676778
MKRN1	0.583626834465361
LINC00643	0.77634214303133
AC134300.1	0.469267333224062
GPRC5B	0.727873479357642
PXT1	0.81483643225221
NRON	0.665656569694692
PLK5	0.665632583223062
OR52X1P	0.469199371554443
RP11-546B15.1	0.2934
RP11-452H21.1	0.66558061253453
AC012353.1	0.583446935928136
RP11-10H3.1	0.727709571801504
AC106736.1	0.665504655374369
FTH1P22	0.469091432432108
CTD-2290C23.1	0.469079439196293
RNU6-358P	0.469079439196293
RP11-79P5.9	0.583366981022703
CTD-3131K8.2	0.814632547243355
CTD-3131K8.3	0.58333499906053
PGLS	0.665448686940566
SLC27A1	0.87098476459277
KCNG1	0.583299019353085
PSMB1	0.468995486545588
AC104699.1	0.727585641698082
RP11-624G17.3	0.4689515113476
RTN4RL2	0.4689515113476
AC007919.2	0.583183084740207
LY6H	0.583151102778033
TRHR	0.81440467576287
RP11-296O14.1	0.468599709763693
GCLM	0.664932977800521
RP11-424M22.3	0.468511759367717
NDUFV2P1	0.582739335015051
ZNF818P	0.2929
LRG_503	0.66478905897074
SLX4	0.66478905897074
AC090051.1	0.2928
ASCL3	0.2928
AC005048.1	0.58256743196837
RNU6-690P	0.2927
OR51S1	0.582551440987283
RP11-463C8.4	0.975729688455711
TMEM63C	0.987019321102898
RP11-193F5.1	0.582403524412231
SLC38A6	0.468151962293267
TRMT5	0.468151962293267
SAP30L	0.726566216653807
FRMD1	0.81366109514234
GLYATL3	0.582115686752672
RP11-440G9.1	0.844647618743029
RP11-442J17.3	0.2924
RP11-215G15.4	0.46782414718099
PRTG	0.966314998340936
CTAGE14P	0.72628637448479
RP11-321E2.13	0.2923
RP11-321E2.5	0.2923
SLC25A30	0.467664237370123
SLC25A30-AS1	0.467664237370123
SEC23IP	0.663965523444777
COL20A1	0.663873575303529
RP11-463O9.1	0.663841593341356
RP11-463O9.9	0.663841593341356
RP11-73E6.2	0.467500329813985
RP11-319F12.2	0.581639955065343
RP11-159H22.1	0.2921
RP11-324D17.1	0.813185363455011
RP11-324D17.2	0.66373365421902
MIR597	0.467428370399095
RP4-539M6.14	0.46741637716328
SEC14L4	0.581575991140996
RP11-111M22.2	0.663649701568315
AC011747.6	0.581532015943008
SNRPEP5	0.467376399710563
ASB16	0.46736840422002
ASB16-AS1	0.581524020452465
TMUB2	0.663633710587229
AC098826.5	0.292
AC093639.1	0.725830631523821
ACAA1	0.725798649561647
LRG_157	0.581420079075401
MYD88	0.581420079075401
RP5-1042K10.10	0.2919
PEX12P1	0.725714696910942
RP11-805L22.3	0.58129614897198
LAMB3	0.93423309253581
HNRNPA1P71	0.663357866163484
PTX4	0.812817570890018
RN7SKP123	0.467060577834102
NUDT7	0.907839978252266
RP11-264M12.2	0.843868058415054
ZFYVE20	0.58105628425568
HMGB1P42	0.581044291019865
RP11-308D13.3	0.466880679296877
RP11-169K17.3	0.725450845723012
RP11-169K17.4	0.774043439500122
AL354984.3	0.581004313567148
C19ORF82	0.580972331604975
ZNF561	0.580972331604975
CTD-2057D4.2	0.2916
RP11-214L19.1	0.774019453028492
ASAP3	0.773971480085232
RP4-654C18.1	0.580916363171171
RNU7-54P	0.466740758212368
RP11-430G17.1	0.580860394737368
RP11-421L10.1	0.725258953949972
RP13-638C3.3	0.580812421794108
MIR4713	0.725226971987799
RNU6-1145P	0.466616828108947
MIR4427	0.725186994535082
AC090420.1	0.773747606350019
ARMC4P1	0.466536873203513
ATP6V1G2	0.812381816655406
ATP6V1G2-DDX39B	0.921972007787608
NFKBIL1	0.843500265850061
AC008581.1	0.466508888986612
CTD-2510F5.4	0.466448922807537
CTD-2510F5.6	0.58057655482308
PRR11	0.662686244957844
KIAA0232	0.921868066410544
ADAM28	0.662566312599694
ARHGEF7-AS1	0.466309001723028
RP11-618K16.4	0.2912
RP11-687M24.8	0.662442382496272
TNFSF18	0.580228750984445
RP3-354N19.3	0.580192771277
TUBE1	0.291
MAPRE1P3	0.580152793824283
RP13-507P19.1	0.662230501996874
RP13-507P19.2	0.662230501996874
ZNF746	0.662162540327255
DLEU7-AS1	0.465885240724232
AC013470.8	0.579944911070156
MIR3920	0.579932917834341
TRAV15	0.465837267780972
CDKN2B-AS1	0.943647782650585
SLCO6A1	0.81169420446868
RP11-902B17.1	0.724243526650969
RNU6-210P	0.661830727469707
HSPA8P15	0.2906
RNU7-97P	0.465573416593042
RP11-28O3.1	0.772780151994275
RNU6-965P	0.661702799621014
RP11-411H5.1	0.661702799621014
SF3B1	0.465389520310545
RP11-532F6.5	0.811318416413143
IMPG2	0.723879731831247
FCHO1	0.772548282768519
CTB-39G8.3	0.465285578933482
C10ORF129	0.723835756633259
RP11-310E22.4	0.465277583442938
