Gene Symbol	Gene Id	Gene Description	Disease Id	Disease Code	Disease Name	Psychiatric disorder	Evidence Index	# Publications	Disease Id	# Publications Validated	Gene Id	Disease Id	# Publications Validated	Gene Id	# Publications Validated	Disease Id	Gene Id	# Publications Validated
MIR2682	100616452	microRNA 2682	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	100616452	umls:C0005586	1	100616452	1	umls:C0005586	100616452	1
LBX1	10660	ladybird homeobox 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	10660	umls:C0005586	1	10660	1	umls:C0005586	10660	1
FAM109A	144717	family with sequence similarity 109, member A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	144717	umls:C0005586	1	144717	1	umls:C0005586	144717	1
SP8	221833	Sp8 transcription factor	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	221833	umls:C0005586	1	221833	1	umls:C0005586	221833	1
SEZ6L	23544	seizure related 6 homolog (mouse)-like	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	23544	umls:C0005586	1	23544	1	umls:C0005586	23544	1
LACE1	246269	lactation elevated 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	246269	umls:C0005586	1	246269	1	umls:C0005586	246269	1
GRIK1	2897	glutamate receptor, ionotropic, kainate 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	2897	umls:C0005586	1	2897	1	umls:C0005586	2897	1
PLCXD3	345557	phosphatidylinositol-specific phospholipase C, X domain containing 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	345557	umls:C0005586	1	345557	1	umls:C0005586	345557	1
MMP10	4319	matrix metallopeptidase 10 (stromelysin 2)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4319	umls:C0005586	1	4319	1	umls:C0005586	4319	1
DOK5	55816	docking protein 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	55816	umls:C0005586	1	55816	1	umls:C0005586	55816	1
BDKRB2	624	bradykinin receptor B2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	624	umls:C0005586	1	624	1	umls:C0005586	624	1
TSPO	706	translocator protein (18kDa)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	706	umls:C0005586	1	706	1	umls:C0005586	706	1
TPO	7173	thyroid peroxidase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7173	umls:C0005586	1	7173	1	umls:C0005586	7173	1
YWHAH	7533	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7533	umls:C0005586	1	7533	1	umls:C0005586	7533	1
LMAN2L	81562	lectin, mannose-binding 2-like	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	81562	umls:C0005586	1	81562	1	umls:C0005586	81562	1
HMGXB4	10042	HMG box domain containing 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	10042	umls:C0005586	1	10042	1	umls:C0005586	10042	1
CHRM2	1129	cholinergic receptor, muscarinic 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	1129	umls:C0005586	1	1129	1	umls:C0005586	1129	1
ERBB3	2065	erb-b2 receptor tyrosine kinase 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	2065	umls:C0005586	1	2065	1	umls:C0005586	2065	1
AKT2	208	v-akt murine thymoma viral oncogene homolog 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	208	umls:C0005586	1	208	1	umls:C0005586	208	1
GRM5	2915	glutamate receptor, metabotropic 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	2915	umls:C0005586	1	2915	1	umls:C0005586	2915	1
HLA-G	3135	major histocompatibility complex, class I, G	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3135	umls:C0005586	1	3135	1	umls:C0005586	3135	1
IL6	3569	interleukin 6	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	3569	umls:C0005586	2	3569	2	umls:C0005586	3569	2
KCNQ3	3786	potassium channel, voltage gated KQT-like subfamily Q, member 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3786	umls:C0005586	1	3786	1	umls:C0005586	3786	1
MAPK1	5594	mitogen-activated protein kinase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	1	5594	umls:C0005586	1	5594	1	umls:C0005586	5594	1
SAT1	6303	spermidine/spermine N1-acetyltransferase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	6303	umls:C0005586	2	6303	2	umls:C0005586	6303	2
BID	637	BH3 interacting domain death agonist	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	637	umls:C0005586	1	637	1	umls:C0005586	637	1
MPPE1	65258	metallophosphoesterase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	65258	umls:C0005586	1	65258	1	umls:C0005586	65258	1
BRCA2	675	breast cancer 2, early onset	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	675	umls:C0005586	1	675	1	umls:C0005586	675	1
NR2E1	7101	nuclear receptor subfamily 2, group E, member 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	7101	umls:C0005586	2	7101	2	umls:C0005586	7101	2
VDR	7421	vitamin D (1,25- dihydroxyvitamin D3) receptor	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7421	umls:C0005586	1	7421	1	umls:C0005586	7421	1
ADCY8	114	adenylate cyclase 8 (brain)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	4	umls:C0005586	2	114	umls:C0005586	2	114	2	umls:C0005586	114	2
KCTD12	115207	potassium channel tetramerization domain containing 12	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	115207	umls:C0005586	1	115207	1	umls:C0005586	115207	1
CNR2	1269	cannabinoid receptor 2 (macrophage)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	1269	umls:C0005586	1	1269	1	umls:C0005586	1269	1
DGKB	1607	diacylglycerol kinase, beta 90kDa	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	1607	umls:C0005586	1	1607	1	umls:C0005586	1607	1
DIO2	1734	deiodinase, iodothyronine, type II	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	1734	umls:C0005586	1	1734	1	umls:C0005586	1734	1
GRIK5	2901	glutamate receptor, ionotropic, kainate 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	2901	umls:C0005586	1	2901	1	umls:C0005586	2901	1
HLA-E	3133	major histocompatibility complex, class I, E	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	4	umls:C0005586	1	3133	umls:C0005586	1	3133	1	umls:C0005586	3133	1
ITGA9	3680	integrin, alpha 9	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3680	umls:C0005586	1	3680	1	umls:C0005586	3680	1
MBL2	4153	mannose-binding lectin (protein C) 2, soluble	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4153	umls:C0005586	1	4153	1	umls:C0005586	4153	1
TGFB1	7040	transforming growth factor, beta 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7040	umls:C0005586	1	7040	1	umls:C0005586	7040	1
TMSB10	9168	thymosin beta 10	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	9168	umls:C0005586	1	9168	1	umls:C0005586	9168	1
TOM1	10043	target of myb1 (chicken)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	10043	umls:C0005586	1	10043	1	umls:C0005586	10043	1
PDE10A	10846	phosphodiesterase 10A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	10846	umls:C0005586	1	10846	1	umls:C0005586	10846	1
KLK8	11202	kallikrein-related peptidase 8	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	11202	umls:C0005586	1	11202	1	umls:C0005586	11202	1
CUX2	23316	cut-like homeobox 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	1	23316	umls:C0005586	1	23316	1	umls:C0005586	23316	1
ALOX12	239	arachidonate 12-lipoxygenase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	239	umls:C0005586	1	239	1	umls:C0005586	239	1
GLO1	2739	glyoxalase I	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	2739	umls:C0005586	1	2739	1	umls:C0005586	2739	1
ME2	4200	malic enzyme 2, NAD(+)-dependent, mitochondrial	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4200	umls:C0005586	1	4200	1	umls:C0005586	4200	1
ND1	4535	NADH dehydrogenase, subunit 1 (complex I)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4535	umls:C0005586	1	4535	1	umls:C0005586	4535	1
NNMT	4837	nicotinamide N-methyltransferase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4837	umls:C0005586	1	4837	1	umls:C0005586	4837	1
NR4A2	4929	nuclear receptor subfamily 4, group A, member 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	5	umls:C0005586	1	4929	umls:C0005586	1	4929	1	umls:C0005586	4929	1
PPID	5481	peptidylprolyl isomerase D	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5481	umls:C0005586	1	5481	1	umls:C0005586	5481	1
ACTB	60	actin, beta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	60	umls:C0005586	1	60	1	umls:C0005586	60	1
TLR4	7099	toll-like receptor 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7099	umls:C0005586	1	7099	1	umls:C0005586	7099	1
UCP2	7351	uncoupling protein 2 (mitochondrial, proton carrier)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7351	umls:C0005586	1	7351	1	umls:C0005586	7351	1
FADS2	9415	fatty acid desaturase 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	9415	umls:C0005586	1	9415	1	umls:C0005586	9415	1
ADCY2	108	adenylate cyclase 2 (brain)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	108	umls:C0005586	1	108	1	umls:C0005586	108	1
IFT27	11020	intraflagellar transport 27	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	11020	umls:C0005586	1	11020	1	umls:C0005586	11020	1
ADRA1A	148	adrenoceptor alpha 1A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	1	148	umls:C0005586	1	148	1	umls:C0005586	148	1
STAB1	23166	stabilin 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	23166	umls:C0005586	1	23166	1	umls:C0005586	23166	1
HSPA5	3309	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	1	3309	umls:C0005586	1	3309	1	umls:C0005586	3309	1
IFNG	3458	interferon, gamma	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3458	umls:C0005586	1	3458	1	umls:C0005586	3458	1
CXCL8	3576	chemokine (C-X-C motif) ligand 8	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3576	umls:C0005586	1	3576	1	umls:C0005586	3576	1
ITGAM	3684	integrin, alpha M (complement component 3 receptor 3 subunit)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3684	umls:C0005586	1	3684	1	umls:C0005586	3684	1
ASMT	438	acetylserotonin O-methyltransferase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	438	umls:C0005586	1	438	1	umls:C0005586	438	1
ATP1A2	477	ATPase, Na+/K+ transporting, alpha 2 polypeptide	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	477	umls:C0005586	1	477	1	umls:C0005586	477	1
CSMD1	64478	CUB and Sushi multiple domains 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	64478	umls:C0005586	1	64478	1	umls:C0005586	64478	1
TLL2	7093	tolloid-like 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7093	umls:C0005586	1	7093	1	umls:C0005586	7093	1
TSPAN8	7103	tetraspanin 8	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	7103	umls:C0005586	1	7103	1	umls:C0005586	7103	1
PLA2G6	8398	phospholipase A2, group VI (cytosolic, calcium-independent)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	1	8398	umls:C0005586	1	8398	1	umls:C0005586	8398	1
CASP8	841	caspase 8, apoptosis-related cysteine peptidase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	841	umls:C0005586	1	841	1	umls:C0005586	841	1
NDST3	9348	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	9348	umls:C0005586	1	9348	1	umls:C0005586	9348	1
DBNL	28988	drebrin-like	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	28988	umls:C0005586	1	28988	1	umls:C0005586	28988	1
HSPA4	3308	heat shock 70kDa protein 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	3308	umls:C0005586	2	3308	2	umls:C0005586	3308	2
ACADS	35	acyl-CoA dehydrogenase, C-2 to C-3 short chain	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	35	umls:C0005586	1	35	1	umls:C0005586	35	1
NRGN	4900	neurogranin (protein kinase C substrate, RC3)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4900	umls:C0005586	1	4900	1	umls:C0005586	4900	1
IMPACT	55364	impact RWD domain protein	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	55364	umls:C0005586	1	55364	1	umls:C0005586	55364	1
GPRC5D	55507	G protein-coupled receptor, class C, group 5, member D	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	3	55507	umls:C0005586	3	55507	3	umls:C0005586	55507	3
SEPT11	55752	septin 11	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	55752	umls:C0005586	1	55752	1	umls:C0005586	55752	1
PRKCZ	5590	protein kinase C, zeta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5590	umls:C0005586	1	5590	1	umls:C0005586	5590	1
S100A10	6281	S100 calcium binding protein A10	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	6281	umls:C0005586	2	6281	2	umls:C0005586	6281	2
SPR	6697	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	6697	umls:C0005586	1	6697	1	umls:C0005586	6697	1
VIP	7432	vasoactive intestinal peptide	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	7432	umls:C0005586	2	7432	2	umls:C0005586	7432	2
DCTN5	84516	dynactin 5 (p25)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	84516	umls:C0005586	1	84516	1	umls:C0005586	84516	1
MAGI1	9223	membrane associated guanylate kinase, WW and PDZ domain containing 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	9223	umls:C0005586	2	9223	2	umls:C0005586	9223	2
MAGI2	9863	membrane associated guanylate kinase, WW and PDZ domain containing 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	9863	umls:C0005586	1	9863	1	umls:C0005586	9863	1
HLA-DRB1	3123	major histocompatibility complex, class II, DR beta 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3123	umls:C0005586	1	3123	1	umls:C0005586	3123	1
IFNA1	3439	interferon, alpha 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3439	umls:C0005586	1	3439	1	umls:C0005586	3439	1
PFKFB3	5209	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5209	umls:C0005586	1	5209	1	umls:C0005586	5209	1
PLCG1	5335	phospholipase C, gamma 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5335	umls:C0005586	1	5335	1	umls:C0005586	5335	1
ST8SIA2	8128	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	3	umls:C0005586	2	8128	umls:C0005586	2	8128	2	umls:C0005586	8128	2
CDH17	1015	cadherin 17, LI cadherin (liver-intestine)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	2	1015	umls:C0005586	2	1015	2	umls:C0005586	1015	2
DBN1	1627	drebrin 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	1627	umls:C0005586	1	1627	1	umls:C0005586	1627	1
AVP	551	arginine vasopressin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	551	umls:C0005586	1	551	1	umls:C0005586	551	1
ST3GAL1	6482	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	6482	umls:C0005586	1	6482	1	umls:C0005586	6482	1
TCF7L2	6934	transcription factor 7-like 2 (T-cell specific, HMG-box)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	6934	umls:C0005586	1	6934	1	umls:C0005586	6934	1
CACNA1B	774	calcium channel, voltage-dependent, N type, alpha 1B subunit	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	774	umls:C0005586	1	774	1	umls:C0005586	774	1
CALR	811	calreticulin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	811	umls:C0005586	1	811	1	umls:C0005586	811	1
ADRB2	154	adrenoceptor beta 2, surface	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	154	umls:C0005586	1	154	1	umls:C0005586	154	1
ERVW-1	30816	endogenous retrovirus group W, member 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	30816	umls:C0005586	1	30816	1	umls:C0005586	30816	1
LDHA	3939	lactate dehydrogenase A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3939	umls:C0005586	1	3939	1	umls:C0005586	3939	1
SLC17A6	57084	solute carrier family 17 (vesicular glutamate transporter), member 6	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	57084	umls:C0005586	1	57084	1	umls:C0005586	57084	1
RASGRF1	5923	Ras protein-specific guanine nucleotide-releasing factor 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5923	umls:C0005586	1	5923	1	umls:C0005586	5923	1
PPP2R4	5524	protein phosphatase 2A activator, regulatory subunit 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5524	umls:C0005586	1	5524	1	umls:C0005586	5524	1
MBD5	55777	methyl-CpG binding domain protein 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	55777	umls:C0005586	1	55777	1	umls:C0005586	55777	1
HIF1A	3091	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	3091	umls:C0005586	1	3091	1	umls:C0005586	3091	1
CACNA1A	773	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	773	umls:C0005586	1	773	1	umls:C0005586	773	1
FZD4	8322	frizzled class receptor 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	8322	umls:C0005586	1	8322	1	umls:C0005586	8322	1
GLYAT	10249	glycine-N-acyltransferase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	10249	umls:C0005586	1	10249	1	umls:C0005586	10249	1
CLEC10A	10462	C-type lectin domain family 10, member A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	2	umls:C0005586	1	10462	umls:C0005586	1	10462	1	umls:C0005586	10462	1
CSRP1	1465	cysteine and glycine-rich protein 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	1465	umls:C0005586	1	1465	1	umls:C0005586	1465	1
DNAH8	1769	dynein, axonemal, heavy chain 8	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	9	umls:C0005586	4	1769	umls:C0005586	4	1769	4	umls:C0005586	1769	4
GIF	2694	gastric intrinsic factor (vitamin B synthesis)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	2694	umls:C0005586	1	2694	1	umls:C0005586	2694	1
MIR212	406994	microRNA 212	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	406994	umls:C0005586	1	406994	1	umls:C0005586	406994	1
ROR1	4919	receptor tyrosine kinase-like orphan receptor 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	4919	umls:C0005586	1	4919	1	umls:C0005586	4919	1
FOXP3	50943	forkhead box P3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	50943	umls:C0005586	1	50943	1	umls:C0005586	50943	1
PGAM1	5223	phosphoglycerate mutase 1 (brain)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	5223	umls:C0005586	1	5223	1	umls:C0005586	5223	1
ULK4	54986	unc-51 like kinase 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	54986	umls:C0005586	1	54986	1	umls:C0005586	54986	1
SMS	6611	spermine synthase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	6611	umls:C0005586	1	6611	1	umls:C0005586	6611	1
MIR206	406989	microRNA 206	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	406989	umls:C0005586	1	406989	1	umls:C0005586	406989	1
VAPA	9218	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	1.0	1	umls:C0005586	1	9218	umls:C0005586	1	9218	1	umls:C0005586	9218	1
CACNA1C	775	calcium channel, voltage-dependent, L type, alpha 1C subunit	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	54	umls:C0005586	5	775	umls:C0005586	5	775	5	umls:C0005586	775	5
GSK3B	2932	glycogen synthase kinase 3 beta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	17	umls:C0005586	5	2932	umls:C0005586	5	2932	5	umls:C0005586	2932	5
HTR2C	3358	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	11	umls:C0005586	5	3358	umls:C0005586	5	3358	5	umls:C0005586	3358	5
PDLIM5	10611	PDZ and LIM domain 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	14	umls:C0005586	5	10611	umls:C0005586	5	10611	5	umls:C0005586	10611	5
GRIN2B	2904	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	10	umls:C0005586	5	2904	umls:C0005586	5	2904	5	umls:C0005586	2904	5
TPH1	7166	tryptophan hydroxylase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	9	umls:C0005586	5	7166	umls:C0005586	5	7166	5	umls:C0005586	7166	5
KCNN3	3782	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	7	umls:C0005586	5	3782	umls:C0005586	5	3782	5	umls:C0005586	3782	5
