gene	p
MRPL22	0.736700500917483
RP11-674N23.2	0.3461
AC012462.2	0.795051590902731
RNU6-914P	0.538928044582855
PMM2	0.838627014363899
GNA11	0.838611023382812
RP11-467L13.5	0.3461
RP11-624L12.1	0.656217893108287
RP4-569D19.8	0.794935656289853
RNU6-1035P	0.3459
NPM2	0.736440647474824
RP11-10A14.7	0.656018005844704
PMS2CL	0.538664193394925
RP11-544H14.1	0.3458
RNA5SP291	0.3457
ELL	0.538520274565145
RP11-400D2.2	0.538504283584059
CTA-363E6.6	0.655806125345305
CTD-2044J15.1	0.538452312895527
ART1	0.538372357990094
ART5	0.736056863928744
RP11-1036E20.9	0.538344373773192
RN7SKP144	0.3456
AC011625.1	0.736004893240213
RP11-161D15.2	0.838119300714397
C10ORF54	0.897014084056592
CTC-232P5.3	0.3455
CTC-232P5.4	0.3455
RNU6-1032P	0.3455
XXBAC-BPG299F13.15	0.538204452688684
XXBAC-BPG299F13.16	0.3455
RP13-497K6.1	0.655414346308682
AC008964.1	0.3455
CTD-2142D14.1	0.655382364346509
SSTR1	0.655382364346509
RNU6-996P	0.538096513566349
RP11-160H12.2	0.794192075669322
CTC-524C5.5	0.3454
DHX33	0.735693069109022
TMPRSS11A	0.735685073618479
TPT1P12	0.3454
SPTSSB	0.655306407186347
RP11-361K17.2	0.3454
RP11-1057B8.2	0.794108123018618
RP11-357K6.3	0.871076712734018
MKNK2P1	0.537916615029124
RP11-322I2.1	0.3453
AC003102.1	0.3453
AC008984.6	0.3453
VN1R104P	0.53786064659532
LINC00358	0.537844655614234
ACKR2	0.837779492366305
RP11-141M3.5	0.871024742045486
NKG7	0.3453
C9ORF66	0.837687544225057
RP11-389O22.1	0.537652763841194
TRBV8-1	0.3451
MIR551B	0.537580804426304
RNU6-318P	0.537560815699945
AC116609.2	0.3449
AC116609.3	0.3449
LRG_91	0.793584418388029
PNP	0.793584418388029
RNA5SP400	0.793580420642757
CASP8	0.837363726858052
LRG_34	0.837363726858052
ZNF155	0.53726098480457
CTD-2626G11.2	0.537244993823484
RN7SL198P	0.537217009606582
MIR1227	0.3448
PLEKHJ1	0.3448
RP11-583F24.3	0.3448
AC099552.2	0.3447
RPS27P20	0.3447
CTD-2168K21.2	0.3447
NEFL	0.5370451065599
CD177	0.654286982142072
CTC-490G23.4	0.654286982142072
KRT35	0.734713621517464
MIR4748	0.536929171947022
EFTUD1	0.955189273249887
UPK3A	0.653975158010882
RP11-806O11.1	0.653895203105449
RP11-145O15.2	0.5365653771273
DNAL1	0.536501413202954
RP11-62J1.3	0.536489419967139
BRD8	0.3443
RP11-1E6.1	0.53642145829752
YIPF7	0.536413462806977
AKR1D1	0.963164775066862
DCAF13P3	0.3442
NARS	0.536237562015023
RNU6-725P	0.3442
AL161790.1	0.3441
C16ORF45	0.931986359693133
RP11-439K3.1	0.344
RP11-132M7.3	0.653355507493774
MSANTD3-TMEFF1	0.954889442354512
TMEFF1	0.954889442354512
AC073109.2	0.3438
RP11-887P2.5	0.535757832582423
WNK1	0.944623232496872
CABP7	0.535465997177592
SLC22A15	0.535406030998517
AK3P4	0.3435
PLSCR2	0.733258442238578
RP11-758I14.3	0.535358058055257
RNU7-61P	0.652619922363787
RP11-297C4.2	0.652619922363787
RP11-297C4.3	0.652619922363787
RP11-328C8.4	0.535298091876182
NIPA2P1	0.3434
TMEM243	0.3433
ZFP57	0.791849396940126
SIX1	0.3433
UBTF	0.652428030590747
MRPL37	0.733034568503364
HILS1	0.3432
XKR8	0.732962609088474
OR4C12	0.3432
AP002530.2	0.3431
TRHR	0.83560871668379
EAF1-AS1	0.652120204204828
CTD-2576D5.4	0.343
WDR86	0.791509588592034
RNA5SP382	0.65207622900684
SSBP1	0.652072231261569
TAS2R4	0.534798373717223
AC104781.1	0.343
AC004699.1	0.3429
CASP14	0.3429
AC024996.1	0.651944303412875
RNU6-890P	0.3429
RP11-359H3.1	0.534578497727282
HIST1H3PS1	0.53455051351038
ERVK3-1	0.732466888674787
RN7SL741P	0.3428
RNU6-833P	0.3428
AC114491.1	0.534462563114404
AC010642.2	0.534450569878588
ZSCAN22	0.3428
CA15P1	0.534410592425872
AC006000.5	0.3426
EPCAM	0.790989881706717
RN7SKP119	0.3426
SSX2IP	0.835049032345757
PQLC1P1	0.3425
APPBP2	0.651412603291743
RP11-15E18.5	0.3425
RP11-24J23.2	0.943951611291232
OR2AK2	0.534034804370335
RPL4P1	0.3423
TRAV5	0.3423
KRT8P49	0.3423
OR51C4P	0.3423
TNRC6B	0.98292163219944
CTD-2005H7.2	0.86832226624184
AC092646.1	0.3423
KLF7-IT1	0.3422
TRRAP	0.790430197368684
OSTC	0.3421
AC005391.2	0.3421
KISS1R	0.3421
CHCHD3P1	0.533631032097897
RP11-62H7.3	0.342
MRPS36P2	0.342
RNF114	0.533355187674152
APOBEC3B	0.533243250806545
APOBEC3B-AS1	0.533243250806545
HRH3	0.3417
RP3-388E23.2	0.533195277863285
AC022201.5	0.3417
FAM136A	0.3417
CTC-498M16.4	0.789930479209726
RP11-476F14.1	0.893739930679097
CUTA	0.3415
TLE3	0.730843804094491
RP11-433M22.2	0.532887451477367
GNPTG	0.650045374408833
LA16C-316G12.2	0.532831483043563
UNKL	0.532831483043563
RNU6-1144P	0.3414
ALG10	0.3414
RP11-847H18.2	0.3414
IGKV3OR22-2	0.532767519119217
AC005722.4	0.3414
ACSM2B	0.3413
CXCL14	0.532651584506338
NLRP2	0.833669810227032
CBLL1	0.3413
OSMR	0.913824602923951
SLC29A1	0.833637828264859
CD38	0.913680684094171
RP11-687M24.5	0.532379737827865
RP11-665C14.1	0.532235818998085
CTD-2313J23.1	0.789046977504687
GLYR1	0.532211832526455
RTN3P1	0.3408
AKAP9	0.86690706441567
LRG_331	0.86690706441567
F3	0.53203193398923
ZNF324B	0.3408
AP006285.6	0.3407
KRTAP5-6	0.649137886232165
RP11-274M4.1	0.3407
AC104843.4	0.3407
RNA5SP250	0.3407
UMOD	0.788787124062029
AL672296.1	0.3407
AC092580.4	0.3406
RP11-69L16.4	0.729652476003534
TEX22	0.3405
RP11-654F3.1	0.531652148188422
CRIP1P2	0.3404
SNRPA	0.3404
CLINT1	0.892656541710475
RP1-95L4.2	0.531532215830272
OR2A4	0.3404
RP11-298I3.4	0.531500233868098
OR7D4	0.648626174837392
RP11-663P9.1	0.531468251905925
CTD-2616J11.16	0.729300674419627
CTD-2616J11.9	0.788315390119972
RP4-782G3.1	0.531400290236307
PAICSP3	0.3403
RP11-463O9.1	0.648458269535982
RP11-463O9.9	0.531308342095058
RP11-211A18.2	0.3402
CDC5L	0.86633138909655
CANX	0.648410296592722
HMGB3P22	0.53126436689707
XXYAC-YX60D10.1	0.3401
AL138834.1	0.3401
OR13C7P	0.3401
LBR	0.648294361979843
SPATA33	0.648234395800768
ZNF706	0.34
GCK	0.866147492814053
RP11-299H22.1	0.34
PPIL3	0.728820944987027
RNU6-312P	0.34
R3HDML	0.728808951751212
RP5-881L22.5	0.648114463442618
RP11-395D3.1	0.942428470342727
AC007677.2	0.3398
PAAF1	0.728497127620022
DMRTA1	0.530624727653603
C1ORF177	0.728465145657849
SCGB2A2	0.5305687592198
RP11-138I18.2	0.530504795295453
SYCP1	0.865699745343626
RP11-142J21.2	0.3396
IFIT1	0.530432835880563
OR2V2	0.530384862937303
RP11-779O18.3	0.787232001151351
APC	0.891669098628374
LRG_130	0.891669098628374
SCAF1	0.530125009494645
RNU6-844P	0.3393
RP1-28O17.1	0.530005077136495
AC103686.1	0.3392
AL353733.1	0.3392
PSMA2P2	0.529965099683778
AC011379.1	0.3392
CTB-131B5.2	0.529953106447963
CYSTM1	0.831415081893812
RP11-642D6.1	0.52994511095742
RP11-146F11.2	0.3391
PSKH2	0.865212020420483
ARPP21	0.912057599513874
WDR75	0.529785201146553
RP11-530N7.3	0.3389
RP11-96G10.1	0.3388
RPL5P27	0.529481372505907
RPL17P22	0.3387
UCHL1-AS1	0.786368488172671
RP11-589P10.5	0.529233512299063
RP11-493L12.6	0.646311480325097
ZNF322	0.529209525827433
RP11-44N11.2	0.529205528082162
RP11-44N11.3	0.529205528082162
ATP5G1P4	0.3386
RP11-816B4.1	0.3386
RP11-328J14.1	0.3385
AC013429.5	0.529145561903087
KLF15	0.727049943831679
ZNF227	0.52910558445037
TRAV21	0.529093591214555
OOSP2	0.646131581787872
MCOLN3	0.646123586297328
E2F5	0.726762106172119
GUSBP1	0.890873547319312
CCL25	0.726710135483587
RBP1	0.645867730599942
RNU6-1286P	0.3382
RP11-434C1.1	0.645843744128312
RN7SL236P	0.528725798649562
RP11-806H10.4	0.726634178323426
ITGB3BP	0.864408473620878
MTND1P27	0.528641845998857
MTND2P19	0.528641845998857
RP11-152F13.10	0.645711818534347
RP11-379H8.1	0.645711818534347
NDC80	0.830299710963017
RP11-533E19.2	0.528573884329238
CHST5	0.645611874902555
RP11-77K12.7	0.645611874902555
TMEM231	0.645611874902555
RP11-565A3.1	0.864200590866751
SCIMP	0.726342342918594
RP1-74B13.2	0.3379
HMCES	0.3379
RP4-799G3.2	0.528366001575112
AL161452.1	0.3378
LCN1	0.3378
CHRM3-AS2	0.726174437617184
ERP29P1	0.3377
RPL7P10	0.3376
RP11-452D21.2	0.645124149979412
ATP2A3	0.927524875969953
C1QTNF9B	0.3376
C1QTNF9B-AS1	0.3376
CACNA2D3-AS1	0.785049232233021
BZW1P1	0.3375
CTC-398G3.6	0.644840310065123
ZNF653	0.527774335274905
PITPNA-AS1	0.3374
PLA2G15	0.3374
RP11-96D1.7	0.3374
LINC00561	0.3374
RP11-598F7.3	0.52759443673768
CTRB1	0.52752247732279
ANKRD34B	0.3372
AC093627.10	0.527470506634258
AC093627.9	0.3371
POLI	0.889782162860147
AP000439.2	0.3371
RP11-383C5.3	0.829240308466025
RP11-383C5.4	0.644436537792685
BEST1	0.725286938166874
FTH1	0.644428542302142
RP11-316I3.1	0.527226644172687
CALU	0.784413590734826
CTA-440B3.1	0.3369
KLKB1	0.910382544245046
RP11-470F18.1	0.784117757584722
KRT24	0.3368
IFIT1B	0.526838862881335
RN7SL261P	0.526686948561012
RP11-533N14.3	0.526686948561012
CTD-2653B5.1	0.526670957579925
RP11-18D7.2	0.526591002674492
AC018635.1	0.3366
RP11-448P19.1	0.526487061297428
RP5-1050E16.2	0.783562070991961
CUZD1	0.643261200682815
FAM24B	0.643261200682815
RP11-692D12.1	0.526255192071672
AC012594.1	0.3363
ACAP1	0.643133272834122
INCENP	0.828092955573057
KCNH6	0.783314210785117
RNU6-1181P	0.3362
RP11-491H19.1	0.723827761142716
CABP1	0.7238157679069
RP11-728G15.1	0.642929387825267
RP11-158H5.7	0.3361
ZNF271	0.642897405863093
NAPEPLD	0.3359
SPG11	0.642689523108967
OR7A10	0.723571905445329
RP11-53M11.2	0.525695507733638
HECW1-IT1	0.909515033521094
MIR3943	0.642653543401521
SPATA2	0.525667523516737
CTD-2375G15.1	0.3358
RNA5SP245	0.525611555082933
FBXO16	0.950671821092904
PNOC	0.88849488888267
ZNF395	0.782846474588332
RP11-116N8.2	0.3358
CAMTA2	0.723411995634462
RP5-1050D4.2	0.642509624571742
RP11-65J3.2	0.642349714760875
RP11-65J3.3	0.72324009258778
RP11-626P14.1	0.782634594088934
RP11-626P14.2	0.525403672328806
ARF1	0.525375688111905
LRG_513	0.525367692621362
PHOX2B	0.525367692621362
RP11-247A12.2	0.525359697130818
KB-1683C8.1	0.3356
RP11-155G14.5	0.525303728697015
RP11-155G14.6	0.525303728697015
RP11-212P7.3	0.525303728697015
CDKN1A	0.525299730951743
RP11-204K16.1	0.3356
RP11-686G23.2	0.3355
TSPAN33	0.642201798185823
PPT1	0.723084180522185
ZNF385D-AS1	0.827317392990353
RP5-856G1.1	0.642153825242563
RP4-743O11.1	0.52517180310305
AC002400.1	0.3355
GGA2	0.782410720353721
RNA5SP192	0.3355
POLR3KP2	0.525035879763813
DHRS4-AS1	0.722872300022787
LINC00596	0.525019888782727
AP5S1	0.525011893292183
EPHA3	0.972135715456483
AC096546.1	0.641917958271535
RP11-410C4.4	0.524967918094195
RP11-661C3.2	0.64183400562083
OR4B1	0.641830007875558
IDE	0.887903222582463
RP5-1102E8.3	0.641790030422841
RP11-575C1.1	0.524780024066427
RPL10AP6	0.3351
AC016582.2	0.524600125529202
CTD-2554C21.2	0.524600125529202
CTD-2554C21.3	0.524600125529202
AC091178.1	0.524568143567028
RN7SKP148	0.524536161604855
RP11-1090M7.1	0.722300622448939
FHL5	0.524440215718335
RP11-443J23.1	0.52428430365274
C11ORF96	0.781555202865584
RP11-613D13.8	0.524244326200023
RP11-401F2.4	0.3347
RPL36AP48	0.3347
AC093627.12	0.524144382568231
AL356215.1	0.3346
PLEKHA3	0.523904517851931
RPLP2P1	0.3345
TRAM1	0.721700960658189
ICK	0.781155428338417
ANKRD53	0.640638679784602
U95743.1	0.826094082937223
NKAIN1	0.781063480197169
RP11-3G21.1	0.523652659899817
MAX	0.825982146069617
RP11-787D11.1	0.6403708308514
CCDC38	0.949812305859495
SNRPF	0.825814240768207
AL121656.5	0.523336838023355
CTD-2184D3.1	0.334
QPCTL	0.640063004465481
MASTL	0.640043015739123
YME1L1	0.640043015739123
AL136987.1	0.334
GIMAP7	0.523116962033413
LCN6	0.72088941836804
TNFAIP3	0.72088941836804
RNU6-1160P	0.72081745895315
PARP14	0.886751871944223
GS1-57L11.1	0.971560040137363
RP11-436H11.1	0.639527306599078
RP11-568J23.6	0.3336
RNA5SP189	0.3335
MAPK8	0.907720045894116
RNU6-1219P	0.522625239364998
RP11-168A11.1	0.825058666911862
TRAJ10	0.522609248383912
TRAJ11	0.522609248383912
TRAJ12	0.522609248383912
TRAJ13	0.522609248383912
TRAJ14	0.639367396788211
TRAJ15	0.639367396788211
TRAJ16	0.639367396788211
TRAJ8	0.3335
TRAJ9	0.522609248383912
RP11-436F21.1	0.639283444137506
RP11-359E19.2	0.77984416788931
RP11-403P14.1	0.3332
RNU7-25P	0.3332
RP11-421F16.3	0.639015595204305
MS4A3	0.52222146709256
FRS2	0.938458709287962
CTB-158E9.1	0.719961941465014
HMGN1P12	0.3331
RP11-415I12.1	0.522121523460768
CTD-2119L1.1	0.522113527970225
GTSF1	0.63883569666708
KRT124P	0.719854002342679
RP11-1020M18.10	0.886228167313635
AC007880.1	0.779496364050675
RP11-567N4.3	0.522009586593161
CTB-50L17.14	0.638727757544745
LRG1	0.638727757544745
RN7SL121P	0.333
ATF7IP	0.859187418296081
AF131215.2	0.521949620414086
AF131215.9	0.521949620414086
GALNT6	0.886116230446028
AL731568.1	0.3329
RPS4XP11	0.521913640706641
RP11-542A14.1	0.52186167001811
AC009302.4	0.3328
RFPL4AP1	0.638479897337901
RP11-292I17.1	0.7194982030135
NAMPT	0.719494205268229
RP11-22N19.2	0.521737739914688
C1ORF162	0.3328
CTD-2298J14.2	0.3328
TOP2A	0.521641794028168
CDH22	0.907228323225701
RP11-68I18.10	0.52159781883018
SEMA6C	0.638303996545948
AL021068.1	0.638296001055405
MIR549	0.521565836868007
GALNT1	0.858827621221631
LRG_210	0.3326
TCAP	0.3326
CTB-47B11.3	0.778960666184272
RP11-310E22.5	0.521465893236215
CTD-2210P15.2	0.3326
NNT-AS1	0.3326
CTD-2540L5.5	0.719094430741062
CTD-2540L5.6	0.521301985680076
POU2F1	0.885672480720873
RP11-703C10.1	0.521254012736816
RN7SKP109	0.521222030774643
RP11-483K5.2	0.3324
AC011478.1	0.3324
MIR5693	0.521078111944863
SERPINE3	0.718854566024762
RNU7-156P	0.3323
DNAJB9	0.521018145765788
RP4-715N11.2	0.63768434602884
SNRPGP2	0.521002154784701
OR2H5P	0.718694656213895
CASC1	0.937871040733027
RP11-25H12.1	0.885348663353868
PNPT1	0.823607485378247
GDPD4	0.823579501161345
RP11-90K6.1	0.637464470038898
MRPL32	0.3321
PSMA2	0.3321
PITRM1	0.948808871796307
PITRM1-AS1	0.923890925518008
ADAM20P3	0.332
BOD1	0.637264582775315
CTC-523E23.14	0.332
CTC-523E23.15	0.332
CTC-523E23.6	0.332
GPR83	0.520558405059546
GCM2	0.332
RP11-637O19.2	0.332
RP1-172I22.1	0.332
CASC16	0.906508729076801
RP11-297L17.6	0.332
RP11-779O18.4	0.637096677473905
RP11-723O4.2	0.3319
RP11-723O4.3	0.3319
MON1A	0.3319
GSN-AS1	0.3318
PTP4A1P6	0.3318
PCDHGB8P	0.52027856289053
AC078883.3	0.3318
SSU72	0.718027032753527
DNTTIP1	0.636876801483963
NCR3	0.520194610239825
LINC00311	0.520126648570206
BMP8B	0.520054689155316
RP1-118J21.24	0.3317
RP1-118J21.25	0.3317
PIFO	0.636636936767663
RP11-483P21.2	0.717595276264187
RP11-483P21.3	0.519814824439016
HDGFRP2	0.519790837967386
PLIN4	0.636449042739895
PIGB	0.822731979163752
LINC00974	0.636361092343918
RP11-565N2.1	0.636349099108103
RNA5SP181	0.63634110361756
GTF2I	0.519674903354508
WDR24	0.519670905609236
AC116533.3	0.3313
RP11-130C19.1	0.636257150966855
RP11-793A3.1	0.717303440859355
RHOT1	0.63610123890126
RP11-121A8.1	0.636089245665445
FCER1A	0.717239476935009
RP5-1092A11.5	0.636057263703271
CASP10	0.636033277231641
LRG_33	0.519371074713861
RNA5SP404	0.51936707696859
SLC35G1	0.884533123318448
MOB1AP1	0.3312
RNU2-25P	0.717139533303217
RP11-218E20.2	0.857308478018398
RP11-233E12.2	0.519231153629353
RP11-233E12.4	0.635893356147133
AL391261.1	0.519167189705006
RNU6-1066P	0.635805405751156
OR5D2P	0.331
TRMT44	0.331
TRPM4	0.716819713681484
RP13-455A7.1	0.518991288913053
OR8B4	0.51893532047925
RP11-80H8.3	0.3309
AC012499.1	0.716731763285507
TPMT	0.518799397140013
RP11-219G10.1	0.3307
RP1-59M18.2	0.3306
COL5A3	0.884021411923675
LMNB1	0.856740798189821
RP11-434D11.4	0.635201746215135
TIGIT	0.883929463782427
AC064834.3	0.3305
RP11-403A21.1	0.3305
RP1-84O15.2	0.922931466652808
RNU4-16P	0.3305
RNU6-1265P	0.518443597810835
KIF5A	0.635081813856985
FZR1	0.635049831894811
AC114814.2	0.3304
AC018462.2	0.518347651924315
COMMD1	0.905353380693289
KIAA0930	0.956964272150507
NUP50	0.821580628525512
CADM2	1
CAP1	0.634706025801448
RP11-1149M10.1	0.3302
MAMSTR	0.518059814264755
MIR208B	0.3302
RN7SL513P	0.634646059622373
OVOL2	0.922607649285803
EEF1A1P33	0.715820277363567
SLC13A2	0.715808284127752
AC099344.3	0.517891908963345
GEMIN4	0.775690510552049
RNU6-25P	0.33
ZNHIT6	0.634438176868246
FMO11P	0.715628385590527
AC008686.1	0.517708012680848
C19ORF53	0.715576414901995
AC093074.1	0.3299
CDK18	0.715536437449279
ARFGEF1	0.821012948696935
EIF4E3	0.947633534686437
RP11-300I6.5	0.634190316661403
CTC-281M20.4	0.3297
RP11-323N12.5	0.3297
IL17RB	0.82085703663134
RP11-884K10.7	0.634094370774883
AKR1C6P	0.517456154728733
RP11-94M14.3	0.634054393322166
AC018463.5	0.3296
AC099344.2	0.634022411359993
RFC1	0.855813321286794
RNU6-32P	0.51740018629493
LGALSL	0.775218776609992
RP11-2O17.2	0.904697750468736
AL109922.1	0.3295
RP11-7F17.4	0.775110837487657
RP11-697E23.1	0.3294
CTC-228N24.3	0.922135915343746
RPL27AP5	0.3294
UPF1	0.517092359909011
RP11-76G10.1	0.936171998992568
SNAI1P1	0.3292
RNU6-1281P	0.3292
RP11-354E11.2	0.516908463626515
AC012506.1	0.3292
CD69	0.714800852319292
RP11-524C21.1	0.633374776625983
INTS6	0.714612958291524
AC114808.2	0.633258842013105
MIR548H1	0.633250846522561
RP5-837I24.4	0.774547155404352
HEBP1	0.820097465029723
RP11-871F6.3	0.904154057111789
GOLGB1	0.88245029803191
PSMB3P2	0.516564657533151
RNU4-23P	0.516496695863533
OSBPL10-AS1	0.633114923183325
RP11-474O21.2	0.3289
CBLN3	0.51646471390136
KHNYN	0.855013772232461
RP11-117L5.4	0.3288
AC002511.3	0.774331277159682
RNA5SP478	0.516356774779025
RP11-345M22.3	0.819877589039782
OPCML-IT1	0.516316797326308
CTD-2582D11.1	0.516276819873591
PCDH9-AS2	0.921524260317181
RP11-101C11.1	0.516168880751256
YIF1B	0.774071423717024
RP11-507J18.1	0.3285
ERI1	0.969765052510384
F10-AS1	0.632607209533823
KARSP2	0.51600897094039
TRAF6P1	0.3285
IQCJ-SCHIP1-AS1	0.3284
HPGDS	0.713881370906809
MIR556	0.3284
RNA5SP61	0.515893036327511
TNP1	0.51586505211061
SETD3	0.3283
CTC-210G5.1	0.713761438548659
LMF2	0.632391331289153
NCAPH2	0.77379957703855
RP11-12D24.10	0.515617191903766
RP11-12D24.6	0.632195441770841
CBFB	0.3281
CTD-3064M3.3	0.515569218960506
SERPINI2	0.77351173937899
MIR548AA2	0.515401313659096
ZZEF1	0.9352645108159
NANOGP7	0.3279
RP11-248B24.4	0.3279
RP11-37C7.1	0.713169772248452
RP11-37C7.3	0.515273385810403
WNT16	0.631739698809871
RP11-314N14.1	0.94656213895363
RP11-758B24.1	0.3278
DNAJB13	0.631707716847698
RP11-167N4.2	0.515153453452253
UCP2	0.713029851163943
RP11-10O17.3	0.51512147149008
NR4A3	0.712961889494325
RN7SL268P	0.3276
SLC2A11	0.712821968409817
FOXN1	0.712738015759112
SYPL1	0.514841629321063
F11	0.712538128495529
FAM89B	0.3273
SSSCA1	0.3273
SSSCA1-AS1	0.3273
CTD-2118P12.1	0.3273
RP4-594L9.2	0.77255228051379
RP11-354B3.1	0.514537800680416
DCTD	0.880935152573948
KIAA0895	0.712234299854882
CTC-428G20.3	0.3271
DAG1	0.712174333675807
ALDH6A1	0.630732267001411
RP11-1060G2.1	0.853142827445321
RPL23AP22	0.327
ZBTB20-AS4	0.3269
MTCH2	0.3269
RP11-353M9.1	0.771960614213584
C16ORF11	0.513966123106568
NHLRC4	0.3269
PIGQ	0.513966123106568
AC011242.5	0.3269
AC011242.6	0.3269
TNFRSF18	0.3269
TTLL10	0.711762565912825
AC009120.5	0.3269
ALOX15P2	0.63039245865332
AP000438.2	0.3268
CHRM1	0.3268
CACTIN-AS1	0.3268
RNY4P20	0.852711070955981
ZDHHC5	0.513726258390268
MRPS10	0.513678285447008
HAAO	0.630116614229575
GP2	0.711418759819462
RP11-96C23.9	0.3265
RAD54L2	0.513470402692881
CELF1	0.3265
RP11-256L11.1	0.513378454551633
KCNQ1-AS1	0.3264
PIGG	0.852375260353161
RP11-367F23.1	0.513338477098916
CTB-179I1.2	0.3264
RP11-366L20.3	0.51327451317457
RP4-616B8.4	0.3263
CD101	0.901847358090037
RP11-378E13.4	0.3262
TADA2A	0.771053126036915
ERBB3	0.513134592090061
RP11-603J24.9	0.513134592090061
RP11-656A15.1	0.770973171131482
RP11-524C21.2	0.513090616892073
MIR4297	0.3262
EPM2AIP1	0.513018657477183
RP11-129K12.3	0.3261
RP11-129K12.4	0.3261
RPL31P53	0.3261
RP11-18D7.3	0.629389024590131
RP11-338N12.1	0.3261
RAD52	0.879651876341743
RP11-359B12.2	0.62928908095834
PRKRIP1	0.629257098996166
RP11-163E9.1	0.512846754430501
RP11-163E9.2	0.326
CCDC167	0.326
MIR4533	0.326
CETN4P	0.3259
UBE2O	0.77058538984013
RP11-128A6.3	0.3257
RP11-17A19.2	0.512462970884421
AC009041.2	0.512454975393878
RP11-161M6.2	0.628865319959543
SOX8	0.512454975393878
IL37	0.710099503879812
CNTNAP1	0.512311056564098
CTD-3193K9.3	0.512311056564098
RP11-617B3.2	0.3256
OR5BL1P	0.3255
KRT128P	0.3254
DEFB116	0.3254
RPL31P3	0.3254
BZRAP1-AS1	0.945238885268708
RNF43	0.901155748158039
RP11-285E9.5	0.3254
GABPB2	0.628369599545856
RNU6-418P	0.628357606310041
RP11-429B14.3	0.3253
CTD-2066L21.1	0.3253
CTD-2066L21.2	0.3253
LRG_121	0.511847318112584
TYK2	0.511847318112584
RNF2	0.628165714537001
SIRT3	0.815659967778173
AC006262.4	0.511803342914596
RP5-1070A16.1	0.628125737084285
JAG2	0.51164343310373
SLC38A6	0.511503512019221
MARVELD3	0.511495516528678
RP11-432I5.2	0.511495516528678
KCTD5	0.627749949028748
AC009299.2	0.3249
ZNF860	0.709012117165918
AC092484.1	0.3249
MUPP	0.76926613390048
RP11-111E14.1	0.511247656321834
RP5-827C21.4	0.3247
RP5-827C21.6	0.3247
CTGLF11P	0.3246
MYBPH	0.627354172246853
MYLK-AS1	0.510975809643361
NKIRAS2	0.3245
RP11-332L8.1	0.510943827681188
DCP1A	0.708596351657665
RN7SL821P	0.510907847973743
CTC-348L5.1	0.51087586601157
RP11-432J9.6	0.850508313311292
ACSL1	0.933109726114471
RP11-692C23.1	0.62708232556838
DZANK1	0.933097732878656
SLC2A2	0.768798397703695
RNU6-1295P	0.510663985512171
SNORD88	0.3243
SYNGAP1	0.510552048644564
ZBTB9	0.510552048644564
GAD1	0.850260453104449
ADCY5	0.961921476287374
RP11-797D24.4	0.626782494673004
FANCA	0.814588572045366
LRG_495	0.814588572045366
SEL1L	0.626706537512843
AL109658.1	0.626634578097953
RP11-47G4.2	0.76845059386506
ZBTB26	0.626622584862138
CTD-2335O3.3	0.510272206475548
KLRD1	0.877904861658025
SNORD113	0.324
SNORD114-27	0.510120292155224
SNORD114-28	0.510120292155224
SNORD114-29	0.510120292155224
SNORD114-30	0.510120292155224
SNORD114-31	0.510120292155224
RP11-272L13.4	0.3239
SERAC1	0.814248763697275
PRB4	0.626258790042416
GSTM4	0.626210817099156
RPL7P8	0.3239
RN7SL149P	0.509892420674739
AC073130.1	0.3238
AC104532.2	0.3237
AC104532.4	0.3237
CAPS	0.3237
OR5BE1P	0.509784481552404
OR4A7P	0.3237
KATNBL1P2	0.707257106991657
MARCO	0.813860982405923
AC007560.1	0.3236
RP11-501J20.3	0.509552612326648
NANOGNBP2	0.3236
GSDMA	0.625775062864544
FAIM2	0.625675119232753
CTD-2187J20.1	0.625647135015851
PLEKHM2	0.849380949144682
RP11-169K16.4	0.3234
RP11-288I21.1	0.625619150798949
SLC25A34	0.3234
RP11-1K3.1	0.509360720553608
AC079150.3	0.625607157563134
OR9K2	0.625547191384059
CTD-3032H12.3	0.625523204912429
RP5-1074L1.1	0.899660591426436
OR9K1P	0.706885316681392
DPRXP1	0.3233
EIF3LP1	0.3233
RP11-441F2.5	0.509140844563666
RP11-62G11.1	0.625319319903574
RP5-827O9.1	0.509020912205516
RP11-159D8.1	0.625227371762326
IFT52	0.508988930243343
RP11-274B18.2	0.625083452932546
HLA-DPA1	0.767007407821988
HLA-DPB1	0.876945402792825
COX6B1P4	0.706441566956237
CTD-2530H12.8	0.323
FABP5P1	0.323
WASF1	0.766895470954382
SYNJ2-IT1	0.3229
AC000111.4	0.3229
RP11-568A7.1	0.3228
ACACA	0.967802159581996
POLR3D	0.508497207574928
RP11-806K15.1	0.706069776645972
FBXL14	0.705985823995267
RP11-2L8.2	0.508333300018789
CEP76	0.624463802415438
PSMG2	0.766447723483955
LINC01137	0.624327879076201
ZC3H12A	0.508141408245749
AL356019.1	0.508105428538304
RP11-191L9.5	0.508077444321403
SDCBPP1	0.3224
RP11-397A16.1	0.898741110013952
SYCE3	0.624100007595716
RP11-408H20.1	0.705518087798482
ZNF192P1	0.507861566076733
SLC25A18	0.766023962485158
ASGR2	0.623920109058491
KIAA0226L	0.765924018853367
PPP1R2P4	0.765924018853367
BIRC2	0.3222
CRYBA4	0.507717647246953
RNA5SP62	0.3222
CHRD	0.507689663030051
RP11-386M24.4	0.705234247884193
RP11-132J14.3	0.3221
ITFG1	0.81207798801476
SETP21	0.507473784785381
