gene	p
RNU6-838P	0.165
RNU6-868P	0.165
GOT2P3	0.364381366770054
RP11-705C15.2	0.491419100677652
RP11-705C15.4	0.279094209822282
RP11-705C15.5	0.491419100677652
RNU6-451P	0.43334460303694
TPM3P8	0.364344617736554
RP11-618M23.1	0.491349277514001
RP11-618M23.2	0.491349277514001
RP11-618M23.4	0.43332622852019
RNA5SP20	0.364263769862853
NRN1	0.541375736818122
SLC6A21P	0.364249070249452
HAND2	0.49123535551015
HAND2-AS1	0.742040159343809
RNA5SP140	0.27897293801173
PRNP	0.541294888944421
RP5-1111A8.3	0.491154507636449
C11ORF21	0.433116759029238
TSPAN32	0.58510708668362
RP11-467I20.2	0.433091034705787
RP11-419C19.2	0.491069984859398
TNPO1	0.278847991297829
UGP2	0.36405062546855
RN7SL607P	0.278811242264328
RP11-648O15.1	0.363991827014949
KRT37	0.363977127401549
RP11-764I5.1	0.278756118714078
NOBOX	0.432903614634935
RP5-1142A6.2	0.363903629334548
RP5-1142A6.7	0.363903629334548
RP5-1142A6.8	0.363903629334548
RP11-158D2.1	0.432863190698085
KCNC1	0.688860632965353
RP3-445N2.1	0.490753943171295
RP11-774I5.1	0.432668420820532
RP11-468I15.1	0.278506225286275
NHLRC2	0.688695262314601
RP11-419L4.1	0.363594937453145
RPL32P33	0.363587587646445
PPM1M	0.1646
RP5-1157M23.2	0.43243322700613
TLR9	0.688522541857149
TWF2	0.43243322700613
ST6GALNAC2P1	0.1645
NMT2	0.803025180437755
RPP38	0.657521057196196
IRG1	0.432300930485528
CTD-2233C11.2	0.490224757088889
RP4-799G3.2	0.363278895765041
ARL6IP6	0.584048714518808
PARN	0.584022990195358
PRPF19	0.278149759661321
RP11-881M11.1	0.278149759661321
RP11-881M11.2	0.1645
TMEM109	0.432124535124726
RP11-307P5.2	0.278142409854621
RP11-116D17.2	0.432106160607976
RPS2P6	0.540115244969057
RNA5SP42	0.432040012347675
KB-1517D11.4	0.27803216275412
KCNS2	0.363095150597539
SARS	0.489908715400785
RP11-165A20.3	0.278013788237369
NPM1P19	0.1644
IL21R	0.65703596995399
IL21R-AS1	0.363054726660689
RP11-187E13.1	0.431911390730424
CTC-429P9.1	0.363014302723838
CTC-429P9.4	0.65702494524394
CTC-429P9.5	0.277966014493819
SMIM7	0.363014302723838
RP4-733B9.1	0.362970203883638
E2F4	0.277914565846918
ELMO3	0.1644
EXOC3L1	0.277914565846918
LRRC29	0.277914565846918
MIR328	0.1644
RP11-284M14.1	0.740474650516691
RP11-54P19.1	0.1643
IGFN1	0.802345323317997
AC007677.2	0.489614723132782
LINC00208	0.539578709079951
TMSB4XP6	0.277778594422967
RP11-146N23.1	0.362768084199386
AC069294.1	0.43159902394567
LINC01069	0.277752870099516
RP11-378I13.1	0.48947875170883
ATP11A-AS1	0.277705096355966
RP11-348J12.2	0.1642
PI15	0.362668861808934
RP11-758M4.4	0.53944641255935
RP11-1036F1.1	0.277657322612415
AC096570.2	0.62194064296109
TXNP3	0.431396904261418
AACS	0.621874494700789
RP11-369C8.1	0.362529215481633
PWP1	0.489232533184377
ARMC1	0.489217833570977
SNORA59B	0.362485116641432
CTC-439O9.3	0.489184759440827
RP11-1K3.1	0.362448367607932
EIF3M	0.277466227638213
CTC-465D4.1	0.539023798674095
RP3-435K13.1	0.431029413926414
SBNO2	0.431014714313014
FAM204CP	0.362202149083479
RP11-333J10.2	0.164
AC004870.4	0.76227417718914
RP11-180D21.3	0.488787869879022
CYCS	0.277146511046759
AC011306.2	0.714287289244293
MIR217	0.362018403915977
RP11-481J13.1	0.968814770171544
TOX4	0.48858575019477
RNA5SP292	0.277091387496509
RP11-469N6.3	0.430617824751209
C5ORF49	0.620999867703479
NPM1P26	0.276948066265857
TM9SF3	0.655452086610122
RP11-586D19.1	0.620856546472828
RP11-586D19.2	0.488306457540167
MTMR4	0.361698687324523
RP11-112H10.4	0.488273383410016
SEPT4	0.276885592908906
PVRL4	0.620772023695777
RP11-544M22.8	0.430389980743506
KRTAP4-12	0.1637
KRTAP4-6	0.1637
RP13-15M17.1	0.1637
RNASEH1	0.488133737082715
DHDDS	0.276731246968205
RP3-476K8.3	0.1636
RP3-476K8.4	0.1636
TDRP	0.782192153346367
SLC6A3	0.713522909347484
MORN1	0.782122330182716
SNORA3	0.620411883167473
PRKACG	0.537829455085331
DCSTAMP	0.620349409810522
DPYS	0.948793896720516
AC093311.1	0.430000440988402
MTND5P12	0.361327522086169
MTND6P3	0.430000440988402
RP11-461G12.2	0.430000440988402
OR8B4	0.429978391568302
AC132186.1	0.361254024019168
BEAN1	0.62020241367652
CTD-2258A20.5	0.361254024019168
RP11-403P17.5	0.361254024019168
SLC2A10	0.42987181937115
RNU6-943P	0.537575886754178
AC005785.2	0.1634
AKAP8	0.1634
SERPINA4	0.537476664363727
RP5-967N21.7	0.276393155860001
MIR9-1	0.276382131149951
PES1P2	0.361015155301416
TRAV41	0.429614576136648
RHAG	0.537303943906275
IL6STP1	0.2762682091461
RNA5SP436	0.2762682091461
ZSWIM5P1	0.2762682091461
RP11-252C24.2	0.429533728262947
MIR4310	0.429456555292596
SPTBN5	0.737839744814711
CTD-3145H4.1	0.487174587308354
RP11-171N4.4	0.276172661658998
PPP2R5A	0.619515206750062
RP11-360A18.2	0.276073439268547
GLULP5	0.360640315159711
HAUS8P1	0.360640315159711
ADD2	0.928688500492437
RNA5SP171	0.276003616104896
PAPOLG	0.429151538314542
RP11-263C16.2	0.163
CTD-2529O21.2	0.163
RNU7-134P	0.486737273809699
CHRNA4	0.580454659042467
RNU6-994P	0.163
BHMT2	0.536642461303268
RP11-142A12.1	0.536591012656367
RNU7-2P	0.1629
AC005863.1	0.653577885901601
RP11-664H17.1	0.684447074041953
PSMC4	0.428776698172838
ZNF546	0.275658175189992
RP5-1101C3.1	0.711950050713666
BRSK1	0.486410207411545
CTD-2105E13.14	0.428681150685737
TMEM150B	0.618813300210205
RPTN	0.1628
RP11-448A19.1	0.1628
RP11-184E9.1	0.360067030237105
RP11-549K20.1	0.428600302812036
LIN28AP1	0.1628
KRT72	0.536036102250511
RP11-44N11.2	0.579767452116009
RP11-44N11.3	0.579767452116009
DAZAP2	0.428416557644534
SMAGP	0.428416557644534
AC034228.2	0.1627
AC034228.3	0.359835511326052
RP11-3B12.5	0.275345808405239
C3ORF56	0.359787737582502
RNU7-103P	0.485847947198989
RP5-1154L15.1	0.485847947198989
RP5-1154L15.2	0.485847947198989
MISP	0.485737700098487
CTD-2547L24.4	0.275132664010937
GPR68	0.617968072439695
SLC25A33	0.359438621764248
FOXE3	0.275022416910435
RP11-377D9.3	0.617776977465493
GCH1	0.485429008217084
BST1	0.683164532772788
RP11-115L11.1	0.427758749944877
RP11-442P12.2	0.535268047450352
TRIM36-IT1	0.274948918843434
RP11-15J23.1	0.359251201693395
RNU4-77P	0.274915844713284
AC006390.4	0.274886445486484
HNRNPA1P65	0.274886445486484
OR1L8	0.427600729100825
HTR1A	0.274864396066383
RP11-158J3.2	0.274864396066383
BANF2	0.710678534154552
LINC00424	0.535003454409149
BTBD7P1	0.274794572902733
RP11-730A19.5	0.359082156139294
RP11-730A19.7	0.427475782386923
SPINK9	0.617387437710388
KCNN4	0.427376559996472
METTL7B	0.274713725029032
RP11-408E1.1	0.358960884328742
ZNF883	0.427288362316071
LRG_524	0.758422878478296
WRN	0.758422878478296
AC051649.6	0.42722588895912
H19	0.42722588895912
RP11-287J9.1	0.484822649164327
RPL39P31	0.42719648973232
CRYZ	0.484796924840877
AL020996.1	0.27455937908833
MTFR1L	0.27455937908833
RP1-317E23.3	0.27455937908833
RP1-317E23.6	0.27455937908833
RP1-317E23.7	0.1621
CTD-2012M11.3	0.484756500904026
IRX1	0.484756500904026
RD3	0.427126666568669
ARHGAP12	0.68247732584633
MIR630	0.1621
RP11-1006G14.4	0.1621
FAM175A	0.274493230828029
MRPS18C	0.1621
GSKIP	0.358659542254039
RNU2-33P	0.358659542254039
DHX40	0.1621
RPPH1-3P	0.358589719090388
RP11-2C24.5	0.274386658630878
AC007136.1	0.358571344573638
OR5BC1P	0.358567669670288
RP11-6F6.1	0.274338884887327
RP11-539E19.2	0.426825324493966
RSU1P3	0.274331535080627
ZNF382	0.426814299783916
ZNF529	0.651189198724074
CTA-747E2.10	0.358475797086537
SNRPGP1	0.162
LRRC31	0.426737126813565
RP11-682B13.2	0.358413323729586
TMEM41B	0.426722427200165
TMPRSS11A	0.484271413661821
E2F2	0.48421996501492
HNRNPM	0.358332475855885
MARCH2	0.358332475855885
RN7SL483P	0.358270002498934
RP11-778J16.2	0.358270002498934
CTD-2244C20.2	0.358258977788884
AC012368.1	0.426542356936013
RP11-677I18.4	0.274114715782975
TMEM209	0.484032544944068
RP11-540E16.1	0.358134031074983
FAM167A	0.778263681665172
IDO1	0.483903923326817
RP11-44K6.3	0.797086536624087
RP5-859D4.3	0.533651089976334
SNRPC	0.1617
ANKRD24	0.734521307089623
RN7SL84P	0.577353040615032
RN7SL14P	0.273883196871922
RP11-332E19.1	0.483698128739214
SETP2	0.533434270678681
RNU6-1211P	0.35785473842038
ERVMER61-1	0.273791324288171
LRG_440	0.426097693630658
RAC1P7	0.273761925061371
GABRR3	0.709035852357083
GAREML	0.483562157315263
HADHA	0.53334239809493
BAATP1	0.533268900027929
FCHO2	0.615656558232518
RP3-375P9.2	0.1616
RNA5SP404	0.533033706213527
AC027763.2	0.777569124932014
ALOX12	0.483242440723809
RP11-589P10.5	0.357546046538976
RP11-589P10.7	0.615428714224816
AC104024.1	0.532982257566626
AC104024.2	0.532982257566626
AL133260.1	0.273523056343618
GK2	0.357472548471975
RP11-712L6.5	0.425653030325302
RP11-712L6.7	0.273482632406768
RP11-807E13.2	0.273456908083317
RP11-807E13.3	0.273456908083317
NOL12	0.708422143497626
TRIOBP	0.68066927339811
RAB36	0.532798512399124
AC012314.8	0.357362301371474
NDUFA3	0.425542783224801
PRPF31	0.532780137882374
TFPT	0.425542783224801
RP11-478H13.1	0.425528083611401
CTD-2299I21.1	0.532743388848873
CNTRL	0.576408590454071
HEPN1	0.357259404077673
RP11-314O13.1	0.77716856046686
AF130343.1	0.273306237045966
CCDC151	0.273229064075615
PRKCSH	0.425311264313749
RP11-76E16.2	0.273184965235414
RP4-724E16.2	0.614800305751959
EXOC7	0.356972761616369
GALR2	0.273067368328213
ZACN	0.273067368328213
RP11-707G14.7	0.273052668714813
RP11-390F4.10	0.273034294198063
AC002456.2	0.614759881815108
LRG_373	0.680220935189405
LRSAM1	0.680220935189405
LRRC72	0.776889267812257
C1ORF94	0.733095444589807
JUN	0.424789428038043
USP41	0.424712255067692
IL32	0.272747651736759
MMP25	0.424701230357642
RNU1-125P	0.272747651736759
RP11-473M20.7	0.424701230357642
AC034236.2	0.424642431904041
AL354993.1	0.356520748504314
RP5-823G15.5	0.482037072424995
RPSAP55	0.356461950050714
ACACB	0.919865057548987
RP11-136K14.2	0.356278204883212
RHOH	0.679533728262947
AC010745.1	0.356215731526261
ADAMTS3	0.812550529921063
RP11-737O24.2	0.1608
GNLY	0.575092975054756
COG8	0.48159975892634
PDF	0.356087109909009
RP11-343C2.11	0.48159975892634
RP11-343C2.12	0.356087109909009
VPS4A	0.424168369371886
ANKEF1	0.877974834261859
RP5-839B4.8	0.679324258771994
ANXA9	0.272302988431404
FAM63A	0.272302988431404
MYSM1	0.531203604345206
RP11-849N15.4	0.706952182157609
DNM3-IT1	0.1607
AC013264.2	0.355848241191257
RP11-93K22.1	0.1606
COPS7A	0.355774743124256
RP4-761J14.9	0.272060444810301
RP11-686D22.9	0.481235943494686
RP4-771M4.2	0.481232268591336
RP4-771M4.3	0.530964735627453
RFK	0.423734730776581
RPSAP9	0.271972247129901
FAM105B	0.530766290846551
RSPO4	0.854778844316395
DDX11-AS1	0.574380043804848
HDAC2	0.706434020785253
LRRC8D	0.794411206985256
IL37	0.480842728836232
RNU6ATAC33P	0.423392964765027
A2MP1	0.754461332666951
LINC00987	0.530479648385247
PTMAP4	0.530479648385247
RP11-118B22.4	0.647470196533831
NFRKB	0.612823207749636
AC006273.4	0.423301092181276
AC006273.5	0.423301092181276
C9ORF92	0.925267165473548
PTRH1	0.271652530538447
TTC16	0.35527495626865
PRL	0.574027253083244
RP3-404K8.2	0.775202487174587
TRPC4AP	0.423165120757324
AP002856.7	0.573928030692793
MIR4255	0.480500962824678
CRYGD	0.480449514177777
MTND1P20	0.530152581987094
MTND2P15	0.530152581987094
RP11-250B2.6	0.480302518043775
AC004019.18	0.529998236046392
PRR18	0.422856428875921
AC010455.1	0.271343838657043
SRSF10P1	0.1601
RPS10P2	0.354856017286745
RNA5SP193	0.354800893736495
FAM26E	0.271215217039792
RNU6-1004P	0.16
RP13-941N14.1	0.16
RP11-702F3.4	0.422624909964868
SGK2	0.479964426935572
AVPR1A	0.271127019359391
RP11-195B3.1	0.479924002998721
RP11-473O4.4	0.354617148568993
MARC1	0.730772905672581
MARC2	0.612025753722677
SMARCD3	0.64652574637287
TAS2R15	0.354517926178541
ZXDC	0.573174675506034
MIR548A2	0.354499551661791
WWP1P1	0.270976348322039
ABCB6	0.1599
AC068946.1	0.1599
ANKZF1	0.270950623998589
ATG9A	0.270950623998589
EPAS1	0.903904952299755
AASDHPPT	0.270862426318188
RP11-677I18.3	0.270862426318188
ECM2	0.354282732364139
RP11-1C1.5	0.611581090417322
RP11-108K3.2	0.422117773302562
RP11-238I10.1	0.422073674462362
AP000654.5	0.354161460553587
PRSS23	0.911262108806538
AL353707.1	0.1597
CTC-453G23.4	0.354095312293287
DPRXP2	0.42193035323171
PNPT1P1	0.479225771362213
RP11-382N13.5	0.1596
ALG3P1	0.354021814226286
RPL36P1	0.353996089902836
AC123788.1	0.270572108953535
ZNF195	0.421834805744609
RP11-400K9.3	0.421787032001058
AC011626.1	0.1595
RP11-369K17.1	0.944887474459422
OR2V1	0.1595
RP11-203F10.6	0.572244924958474
USO1	0.572233900248423
GPHN	0.809731879051581
NIFKP1	0.353694747828132
RP11-449I17.9	0.353694747828132
FCN3	0.270281791588881
LRG_171	0.270281791588881
MAP3K6	0.270281791588881
OSBPL8	0.572105278631172
TMEM26	0.478714959796557
ANXA10	0.645349777300857
RPL9P25	0.1594
PSEN2	0.571987681723971
CEP70	0.27015316997163
RP11-352G18.2	0.35348160343383
TIPIN	0.35348160343383
POR	0.528234282438372
TMEM120A	0.353463228917079
AC018450.1	0.528212233018272
RP11-38M8.1	0.571844360493319
LINC00355	0.571741463199518
AC005609.1	0.270013523644328
PCDHA14	0.270013523644328
RNU1-36P	0.1593
ENSAP2	0.1592
RP11-406A9.2	0.420989577974099
RP11-23J9.5	0.610287524438107
RP11-23J9.7	0.610287524438107
CCDC121	0.1592
GPN1	0.1592
RP11-522M21.3	0.1591
RNU6-1090P	0.269785679636626
CTA-373H7.7	0.729012626967911
MIAT	0.852316659071866
ALKBH1	0.47808287642035
RPL21P10	0.353040615031825
RCBTB1	0.703608020109071
OR2K2	0.1591
TIMM23	0.1591
HSD17B8	0.352886269091123
MIR219-1	0.352886269091123
RING1	0.352886269091123
ZNF70P1	0.352886269091123
AC008387.1	0.269605609372473
RP11-264A11.1	0.352816445927472
TTLL3	0.57106895588646
RP11-92C4.3	0.675381087477399
RNU1-77P	0.352779696893972
RP11-180N14.1	0.420416293051493
LRG_268	0.791408810948272
SETX	0.791408810948272
RPS6KA2-IT1	0.644192182745594
AC130709.1	0.1589
CTD-2571L23.6	0.269399814784871
GLTSCR2	0.269399814784871
SNORD23	0.420265622014141
CHMP4B	0.477487542077643
CFL1P7	0.42017374943039
BLM	0.728248247071102
LRG_20	0.728248247071102
RP11-98D18.17	0.352404856752267
RP11-98D18.9	0.1588
TDRKH	0.526951741169207
RP11-3D4.3	0.352390157138867
RP11-132N15.3	0.674910699848594
TCEB3B	0.1588
TCEB3C	0.1588
RNU6ATAC13P	0.352324008878567
C19ORF67	0.1587
PRKACA	0.1587
SAMD1	0.1587
RP11-78F17.1	0.851651501565509
CTD-2292P10.2	0.1587
CTD-2292P10.4	0.352195387261315
SLURP1	0.419861382645636
THEM6	0.352195387261315
ATP7B	0.674631407193991
ZNF24	0.269050698966617
RILP	0.269013949933117
SCARF1	0.419725411221685
AMD1P1	0.269002925223067
CTB-1144G6.5	0.352044716223963
AC025280.1	0.352041041320613
ARHGEF16	0.570062032368549
RP11-168F9.2	0.352026341707213
RP11-180P8.5	0.1586
RP13-884E18.2	0.351894045186612
CDC6	0.1585
CTD-2267D19.6	0.1585
RARA	0.351883020476562
PLXNA1	0.419475517793882
AC108078.1	0.476576166046833
UGT2B4	0.569771715003895
RP11-757G14.1	0.569694542033545
RP4-784A16.5	0.351680900792309
CWF19L2	0.608273677402284
RNA5SP449	0.351629452145409
RP1-245M18.2	0.351559628981758
HAVCR1	0.525823545840744
RP11-3P22.2	0.850699701597848
RP11-666G4.1	0.268580311337812
RP11-666G4.2	0.268580311337812
PUS7	0.673591409545929
ERBB2IP	0.476146202354878
AC138655.6	0.419001455261727
LRG_218	0.642542151141425
MSH2	0.862576989225183
HSPB1P1	0.351431007364506
RP11-749H17.1	0.701366329065546
RP11-749H17.2	0.673481162445428
ACBD5	0.476046979964427
RNU2-24P	0.418942656808126
AC005538.5	0.607836363903629
RP1-29C18.8	0.1583
INSIG2	0.52544870569904
AC015971.2	0.607656293639477
RNF103	0.418780961060724
RP11-360O19.1	0.418729512413824
RP11-360O19.4	0.418729512413824
SCARNA21	0.351177439033353
IGKV2OR22-3	0.568864013876435
IGKV2OR22-4	0.475764012406474
RP11-136I14.4	0.418659689250173
RP11-136I14.5	0.607512972408826
CTD-2262B20.1	0.268190771582707
RN7SL686P	0.268142997839157
PEX10	0.475594966852372
RER1	0.568676593805583
RP11-673P17.4	0.607343926854724
BCKDHB	0.9385997148275
GNRH2	0.35086874715195
MRPS26	0.35086874715195
RP11-65J21.1	0.418339972658719
AC012075.1	0.158
MACROD1	0.892284907906922
AC002066.2	0.350729100824648
TRA2A	0.475234826324068
TBPL1	0.475216451807317
CTB-55B8.1	0.524695350512282
RNU4-28P	0.350673977274398
RP11-925D8.1	0.350644578047597
AC079949.1	0.1578
PRPF8	0.475084155286716
GNAI2P2	0.267753458084052
C4ORF22	0.961347366564259
FGF5	0.606630995604816
RP11-428G5.5	0.474948183862764
RP11-428G5.6	0.267676285113702
GSTM1	0.1577
PROK2	0.474837936762263
RP11-742D12.2	0.567794617001573
RNU6-319P	0.350354260682944
RP1-158P9.1	0.26756236310985
ITPR3	0.872532302400447
MYOZ3	0.350317511649444
AKR1D1P1	0.524228637786826
AC009110.1	0.2675366387864
GOLGA5	0.417726263799262
KB-173C10.2	0.524133090299725
MIR4471	0.350229313969043
ARIH1	0.567614546737421
AC092578.1	0.1576
GAPDHP68	0.267411692072498
RP11-443N24.4	0.41757559276191
CTC-224D3.1	0.1576
SLC36A2	0.41753149392171
CEACAM7	0.567386702729718
FTH1P25	0.267272045745197
RNF2	0.417377147981008
RP5-1120P11.3	0.267224272001646
MZB1	0.1575
PROB1	0.1575
SPATA24	0.1575
AC018737.3	0.349887547957489
RP11-44D19.1	0.417241176557057
PRRC2B	0.64035558364815
RPF1	0.474161754545855
RP11-671P2.1	0.605719619574005
RP11-572C15.5	0.474069881962104
NIF3L1	0.267080950770995
PPIL3	0.417090505519705
RNU6-312P	0.349747901630187
OR52T1P	0.417075805906305
RELA	0.417068456099605
SIPA1	0.349729527113437
RP1-261G23.4	0.267003777800644
RNA5SP151	0.266996427993944
AC074121.4	0.1574
RP11-428C6.2	0.473816313630952
CTC-518B2.9	0.605366828852401
KLK10	0.473812638727601
KLK11	0.605366828852401
KLK12	0.605366828852401
MIR583	0.266915580120243
RP11-254I22.1	0.670879330873598
CTB-147C22.8	0.523173940525364
CTB-147C22.9	0.473746490467301
KLK6	0.349523732525835
AC106870.2	0.416763439121551
ARHGAP31-AS1	0.349453909362184
EIF5A	0.349409810521983
GPS2	0.4166936159579
NEURL4	0.4166936159579
RP11-542C16.2	0.4166936159579
MFI2-AS1	0.266764909082891
CTD-3149D2.3	0.266750209469491
RP11-1007O24.4	0.1573
CTD-2588J6.1	0.416609093180849
RNU7-126P	0.416601743374149
C17ORF80	0.416587043760749
CPSF4L	0.349314263034882
RP11-661C3.2	0.349314263034882
RAB2B	0.349281188904732
CHMP4C	0.604951564773846
BAIAP2L2	0.473342251098796
CTA-228A9.3	0.26663261256229
PICK1	0.566240132884505
SLC16A8	0.416451072336798
NPM2	0.522736627026709
PIK3C2A	0.416414323303297
APLP1	0.266592188625439
NFKBID	0.266592188625439
RN7SL402P	0.1571
LINC00505	0.473279777741845
PKP2	0.820558144320804
CTD-2140B24.4	0.416348175042996
ZNF10	0.266551764688589
ZNF268	0.416348175042996
RNU6-603P	0.416329800526246
CCL24	0.266529715268488
CCDC68	0.723643593173499
FAM194A	0.604613473665643
SPG20	0.604606123858943
SPG20OS	0.566001264166752
RP11-13N12.2	0.67016272472034
CIDEA	0.473073983154243
ACSF3	0.565927766099752
RP11-102C16.3	0.472993135280542
MICA	0.60441870378809
SLC43A1	0.472941686633642
RPL35P6	0.157
CD48	0.60435623043114
RP1-167G20.1	0.7675439885931
RP1-167G20.2	0.348803451469226
AC009495.2	0.348792426759176
GALNT3	0.348792426759176
RP1-92C4.2	0.348766702435726
C1QL3	0.604275382557439
CD109	0.804142351056167
RP11-553A21.3	0.415918211351041
AC011366.3	0.472669743785738
PGAM5P1	0.522064119713652
RBM24	0.41580061444384
MIR326	0.266169574740184
MANSC4	0.415719766570139
RNU6-274P	0.472537447265137
C1ORF159	0.472423525261286
JAK3	0.415536021402637
LRG_77	0.415536021402637
AQP3	0.472364726807685
RP11-311H10.7	0.415521321789237
DAPK1-IT1	0.472309603257434
AC024132.1	0.603705772538182
AC133633.2	0.472261829513884
CTD-2562J15.6	0.472258154610534
KLF2	0.34828896500022
RP11-680H20.2	0.1566
PARP9	0.638055094151024
AC006482.1	0.56489144335504
SLAMF9	0.564865719031589
RP5-968D22.3	0.521358538270444
RP11-961A15.1	0.47188698937218
SERPINF2	0.47188698937218
WDR81	0.521251966073292
OR6C68	0.1566
RP11-110A12.2	0.603264784136177
PXT1	0.521196842523042
DTWD2	0.766617912948889
AC009965.1	0.471754692851578
CYR61	0.52109027032589
RP11-290M5.4	0.52109027032589
RP11-388K12.1	0.471673844977877
ADORA2A	0.1565
ADORA2A-AS1	0.471651795557777
SPECC1L-ADORA2A	0.521005747548839
RCCD1	0.471604021814226
ISCU	0.471570947684076
SART3	0.637485484131767
METTL17	0.564310808625733
RP11-84C10.1	0.471545223360626
RP11-84C10.4	0.471545223360626
FUT8	0.870599303238325
LINC01007	0.520763203927737
IRF8	0.668314248335269
LRG_294	0.668314248335269
RP11-542M13.3	0.520730129797586
RP11-422P22.1	0.471357803289774
RP4-659I19.1	0.414602595951726
CFL1P6	0.1563
MGAT5B	0.818794190712784
TUSC3	0.983139543430008
RP11-737F9.1	0.520381013979332
ZNF850	0.520358964559232
C1ORF43	0.265140601802173
OTUD6B	0.265125902188772
CRISP2	0.414253480133473
CRISP3	0.347274691675609
LIN28A	0.470905790177718
AC024580.1	0.1561
ZNF444	0.414194681679872
CTD-2026G22.1	0.265008305281571
RP11-96L14.7	0.347142395155007
ZNF593	0.347142395155007
RNA5SP105	0.1561
CXCL13	0.563461905951874
CPA1	0.520020873451028
CPA5	0.721192432639022
AC000078.5	0.470688970880066
COL14A1	0.956948507254259
ADAM1A	0.156
MAPKAPK5	0.26487968366432
RP3-462E2.5	0.156
C15ORF60	0.519921651060577
ZFAT	0.995002131443943
IL12RB1	0.413860265475018
LRG_72	0.413860265475018
CTD-2165H16.3	0.413779417601317
CITF22-24E5.1	0.346793279336753
PVALB	0.470417028032163
GRHL3	0.563065016390069
STPG1	0.695302738537976
CTD-2034I21.1	0.636195593055903
CTD-2034I21.2	0.519623983889224
RP11-883G14.1	0.601636801952109
LINC00202-1	0.1558
OR2L1P	0.1558
OR2L9P	0.413514824560114
RP11-217E13.1	0.413500124946714
RP4-697K14.3	0.346558085522351
PSMB2	0.264471769392465
TXNP4	0.264416645842214
RN7SL568P	0.413331079392612
RPUSD2	0.264368872098664
RSPO2	0.832123065163386
SNX19	0.635603933616546
MIR5197	0.264280674418263
AC004466.1	0.41311426009496
MIR4466	0.1556
RP11-230C9.2	0.264251275191462
RP11-230C9.3	0.1556
RP11-267N12.3	0.743256552352673
LINC00937	0.264170427317762
RP11-113C12.4	0.1555
AFF1	0.897257052139529
PPP1R17	0.600725425921298
AC114760.1	0.1555
PAN3	0.694299489923415
PAN3-AS1	0.264111628864161
RP11-1217F2.1	0.264089579444061
ZNF479	0.264089579444061
RP11-310H4.6	0.345944376662894
RN7SKP45	0.345933351952844
SLC15A1	0.742844963177469
PSEN1	0.51846638933396
RP11-448G15.1	0.345848829175793
AL162424.1	0.345745931881992
DDX56	0.345712857751841
TMED4	0.345712857751841
AC008984.2	0.665727116376839
CTD-2587H19.1	0.34564303458819
LAIR1	0.34564303458819
LILRA4	0.518179746872657
RCC2P4	0.263784562466007
RP11-96A1.4	0.412371929618251
AC025165.8	0.34558423613459
ARHGEF25	0.34558423613459
B4GALNT1	0.412357230004851
DTX3	0.34558423613459
SLC26A10	0.412357230004851
RP11-209A2.1	0.468877243528495
AKAP8L	0.345448264710638
WIZ	0.263644916138706
RAB18	0.263512619618104
CCDC147	0.599553131752635
CACFD1	0.155
SLC2A6	0.155
LINGO4	0.468348057446089
RORC	0.599413485425333
RPS3AP26	0.345084449278984
KRT1	0.517459465816049
EGFL8	0.411772920372194
PPT2	0.411772920372194
PPT2-EGFL8	0.560771876699643
PRRT1	0.411772920372194
KLF17P2	0.411699422305193
LINC01085	0.517334519102148
RP11-669M16.2	0.517334519102148
RP5-899B16.1	0.468175336988637
RP5-899B16.2	0.560643255082391
RP11-555F9.2	0.830616354789869
SF3A3P2	0.56055873230534
SKAP1	0.856436225727263
CAMK2A	0.762641667524144
MAPK6PS3	0.467947492980935
REPS1	0.664411500977524
AC064834.1	0.41140175513384
RP11-762E8.1	0.598810801275926
RP11-535C7.1	0.1548
AIM2	0.598759352629026
TMED5	0.411295182936689
RP5-965F6.2	0.86753075894104
RP4-710M3.1	0.1547
AP001094.1	0.516820032633142
LLFOS-48D6.1	0.344588337326728
SPPL2B	0.467679225036382
SETP14	0.344533213776478
RP11-192P9.1	0.1547
NEAT1	0.262788663658146
SERPINA10	0.411012215378736
SERPINA6	0.632840406297314
RP11-446N19.1	0.262737215011245
RP11-75C9.1	0.559750253568331
RNU6-697P	0.1545
AC024162.2	0.262593893780594
TMEM180	0.410773346660983
ZNF32-AS3	0.344165723441473
RP1-35C21.2	0.843162474826912
TMEM14C	0.1545
LDHAP1	0.344084875567773
RP11-178F10.2	0.466984668303224
RP11-544L8__B.4	0.597811227564715
RMDN2-AS1	0.716947919269723
RP11-207C16.4	0.262366049772891
EXTL2P1	0.34387173117347
RRM2B	0.597587058460362
CRB3	0.46664290229167
SLC25A23	0.410258860191977
RP1-186E20.1	0.410166987608226
SFTA1P	0.466558379514619
DCLRE1A	0.343614487938967
HIF1AN	0.1542
JADE1	0.558871951667671
MRPS35	0.55876537947052
RP11-1060J15.5	0.515489717620427
RP11-1060J15.7	0.515489717620427
MAMDC2	0.886232342089403
MAMDC2-AS1	0.814218936041982
NDUFB11P1	0.261958135501036
RASAL2	0.716326860603566
RP11-8L18.3	0.154
AARS2	0.466135765629364
RP3-388M5.8	0.466102691499214
RP11-560A15.4	0.515144276705523
RP11-514D23.3	0.466069617369063
KIF18A	0.466051242852313
RP11-734I18.1	0.690459215922621
DR1	0.1539
FBXO40	0.596752855399903
RP11-500K19.1	0.343077952049861
RP11-27M24.3	0.465918946331711
ADAT1	0.409538579135369
