gene	p	score
MSANTD3	0.431760487085284	0.17189385946451
RP11-436K8.1	0.896558341095622	-1.26218196208331
PRC1	0.479493565628985	0.0514246646060565
PRC1-AS1	0.431640554727134	0.172198967650826
HHIP	0.560068121579429	-0.151141930260464
RP3-471C18.1	0.236598558413055	0.717286854320234
LCP1	0.838447115826674	-0.988095726829159
RP11-783L4.1	0.236530596743437	0.717507203098498
OR4L1	0.431364710303389	0.172900777366559
AL132819.1	0.376743516656606	0.314044773536004
RP11-57H12.5	0.431304744124314	0.173053355953597
RWDD3	0.521577830103821	-0.0541139980068806
RP4-717M23.2	0.312983477318792	0.487411204887479
RP11-539E17.5	0.236434650856917	0.717818343049302
LRG_158	0.479041820413287	0.0525585534850218
NBN	0.521485881962573	-0.0538831819286363
STAM	0.625391279318464	-0.319671401509843
UXS1	0.593965003737892	-0.23775645706015
AC108861.1	0.1361	1.09801028091769
RNF217	0.680084432380138	-0.467934913369564
ALPK1	0.89612258686101	-1.25976312376848
TOX4P1	0.376419699289601	0.314897607006193
AL035467.1	0.31269164191396	0.488235158509458
JPH1	0.559256579289281	-0.149084645727461
RP11-44I10.6	0.23603487632975	0.719115508363228
SIAH1	0.478530109018514	0.053843040295366
RNA5SP325	0.1359	1.09892679043758
AC013403.13	0.376115870648954	0.315698004739563
CTC-454I21.3	0.520914204388725	-0.0524481719761008
ZNF585B	0.312443781707117	0.488935215114618
AC007948.1	0.376059902215151	0.315845468474182
ATP1A2	0.478410176660364	0.0541441046641524
LRG_6	0.478410176660364	0.0541441046641524
RP11-77E14.2	0.376015927017162	0.315961337655407
AC092171.4	0.375975949564446	0.316066676955853
FBXL18	0.520770285558945	-0.0520869278622053
TMEM218	0.653287545824155	-0.394211483223273
MIR548L	0.1357	1.09984422397559
CTD-2552K11.2	0.811194486309721	-0.882306601701442
CTB-7E3.1	0.430281321334767	0.175657988069863
RP5-952N6.1	0.478034388604827	0.0550874715927697
RP11-14O19.1	0.1357	1.09984422397559
DTHD1	0.70297152406043	-0.532966237616335
RP11-431M7.2	0.780343886048269	-0.773355145554225
AC091493.1	0.520222594456726	-0.0507122550642296
AC091493.2	0.558313111405167	-0.146693718104508
AGK	0.311992036491419	0.49021174164354
SMC1B	0.520146637296565	-0.0505216146375314
ASB10	0.311948061293431	0.490336047930051
GBX1	0.235615113076225	0.720478835513567
RP11-138I1.4	0.235551149151878	0.720686698166334
UBB	0.235551149151878	0.720686698166334
AC012314.20	0.375352301302066	0.317710425053689
CTD-3093M3.1	0.375352301302066	0.317710425053689
RPS9	0.477554659172227	0.0562918411563416
TSEN34	0.375352301302066	0.317710425053689
LEMD1	0.744460124489788	-0.657157342469338
MIR135B	0.375240364434459	0.318005547521844
RP11-576D8.4	0.557909339132729	-0.145670739107655
SPHK2	0.235379246105197	0.721245483414154
OR2P1P	0.235263311492318	0.721622465766648
PGM2L1	0.477162880135603	0.0572754701273302
RP11-632K5.3	0.429461783554075	0.17774458734937
AC024084.1	0.519459025109838	-0.0487958997865451
RN7SL757P	0.311376383719582	0.491952720212938
CD3D	0.374844587652564	0.319049238570551
CD3G	0.429293878252666	0.178172180975212
LRG_37	0.374844587652564	0.319049238570551
LRG_39	0.429293878252666	0.178172180975212
KLF7P1	0.1352	1.1021418677444
DARC	0.374672684605882	0.319502667138219
EPHA1	0.519187178431365	-0.0481136807930132
PPM1H	0.990161548886428	-2.33245243826344
Z95704.1	0.1352	1.1021418677444
ZNF595	0.1352	1.1021418677444
ASIP	0.42894607441403	0.179058014360484
RP4-785G19.5	0.311052566352577	0.492869028136236
KB-1562D12.3	0.1351	1.10260209514204
RP11-242F24.1	0.310996597918774	0.49302744427582
SCARNA3	0.1351	1.10260209514204
AOX1	0.809715320559205	-0.876847714010918
POLI	0.591374464801852	-0.231082036343783
RN7SL173P	0.310880663305895	0.493355631362891
LINC01034	0.234747602352273	0.723300631849037
SIN3B	0.476303364902195	0.0594336271398478
GRM4	0.701304464282145	-0.52815599156468
LONP2	0.476207419015675	0.0596745546814287
MUC16	0.940977288809112	-1.56303049447988
BSPRY	0.650980846802403	-0.387969903064372
HDHD3	0.622380977128899	-0.311740105739238
GABRG1	0.518419611339205	-0.0461875352259381
RPL35AP30	0.310512870740902	0.49439712859582
RNY4P18	0.428302437425292	0.180697686436582
KLHL8	0.590922719586153	-0.229919194454856
RP11-327J17.2	0.310464897797642	0.494533015582154
RP11-319E12.2	0.373861142315734	0.321644160849981
C6ORF203	0.23437980978728	0.724498708818825
RP11-294O2.2	0.518223721820893	-0.0456959945552039
LAIR2	0.234287861646032	0.724798390554757
IPO7	0.373677246033237	0.322129630146777
CCDC148-AS1	0.70086071455699	-0.526877627716063
OR6U2P	0.1346	1.10490674374186
RP11-400N13.3	0.310085111996834	0.495609110187444
RNU7-36P	0.427774735049432	0.18204237618202
UBAP2	0.621801304064508	-0.310215095478604
RNA5SP355	0.1345	1.10536837813989
SLC35B4	0.1345	1.10536837813989
NPPA-AS1	0.373313451213516	0.323090238878639
RNU6-1274P	0.373297460232429	0.323132470273067
RPL13AP5	0.373297460232429	0.323132470273067
RP3-471C18.2	0.676554423305256	-0.45808530857436
AC027228.1	0.233952051043212	0.725893433895465
HYKK	0.373233496308082	0.323301401614804
PSMA4	0.233952051043212	0.725893433895465
RP5-1043L13.1	0.989965659368116	-2.3250613254152
MIR5011	0.233932062316853	0.725958642489613
OR9G3P	0.309841249535262	0.496300378805794
OR9G4	0.309841249535262	0.496300378805794
AMICA1	0.475132025537597	0.0623751911497832
HSPE1P18	0.309805269827817	0.496402389329261
MPZL3	0.1344	1.10583024821917
RP11-298P6.5	0.309761294629829	0.496527075873518
TMOD3	0.555534678441359	-0.139657454686682
CADM2-AS2	0.373085579733031	0.323692090691755
CHRNA3	0.309709323941297	0.496674442651645
CHRNB4	0.555462719026469	-0.139475313852801
RP11-335K5.2	0.23380413446816	0.726376050617513
TBATA	0.517368204332756	-0.0435493937431073
AF131215.2	0.233764157015443	0.72650651661223
RP11-651K21.1	0.23370818858164	0.726689189782938
AC073072.5	0.474836192387493	0.0631181961267814
IL6	0.474836192387493	0.0631181961267814
GSTA3	0.1342	1.10675469677986
DNAJB1P1	0.1342	1.10675469677986
RP11-505K1.1	0.309497443441899	0.497275357357333
RP5-1033H2.1	0.372749769130211	0.324579244035929
AC144836.1	0.426927213051839	0.184202719539179
SRPRB	0.516864488428526	-0.0422856017705397
OVAAL	0.426755310005157	0.184641006951882
RP11-94P11.3	0.134	1.1076800921478
RPL36P19	0.134	1.1076800921478
MTHFD2L	0.554683158698494	-0.13750241674635
AC007395.3	0.309173626074894	0.498194083571104
RPL7AP14	0.372373981074674	0.325572313885331
SEMA4F	0.309101666660004	0.498398302042783
RNA5SP324	0.309081677933645	0.498455033084697
RP11-34E5.4	0.309081677933645	0.498455033084697
RN7SL841P	0.372310017150327	0.32574137900555
AC007387.2	0.309037702735657	0.498579847024346
BTNL10	0.309025709499842	0.498613888537682
MIR4747	0.233212468167953	0.728308212281781
UHRF1	0.620222194682199	-0.306064402756053
LINC00693	0.9551732822688	-1.69722867699979
AC106899.1	0.473904717739195	0.0654578872714391
MTND4P18	0.233032569630728	0.728896232980542
MTND5P17	0.308801835764629	0.49924943624514
MOXD2P	0.473800776362132	0.0657189906762362
FNDC3B	0.980055248839654	-2.05489132740311
PSMC1	0.371974206547507	0.326629123784521
VCAN	0.792205196269304	-0.814096610550527
GC	0.515972991232945	-0.0400490548383734
RP11-524G24.2	0.371882258406259	0.326872241627364
GRB2	0.588368160357558	-0.223349275655764
RP11-16C1.3	0.473592893608005	0.0662412109451939
B3GALT4	0.371850276444086	0.326956808883524
PFDN6	0.308633930463219	0.499726229384284
RGL2	0.308633930463219	0.499726229384284
WDR46	0.371850276444086	0.326956808883524
MTMR7	0.906612670453864	-1.32018080498301
RP11-418J17.3	0.64814244765952	-0.380310281078916
PCNA	0.371746335067022	0.327231668618981
AC067960.1	0.308474020652352	0.500180423728881
RN7SL718P	0.1335	1.10999774082987
AACS	0.515581212196321	-0.0390662417323622
MKI67	0.740082593417313	-0.643600057186479
ITFG1	0.473241092024098	0.0671250095541758
RP11-329J18.3	0.232620801867747	0.730243096736261
CDCP1	0.647786648330342	-0.379351712365082
AC009262.2	0.515257394829316	-0.0382539451384977
PMS2P4	0.232480880783238	0.730701070478606
RP11-166O4.4	0.232480880783238	0.730701070478606
STAG3L4	0.232480880783238	0.730701070478606
AL138925.1	0.23243690558525	0.730845036736862
RN7SKP228	0.232420914604163	0.7308973918592
RP11-430H10.2	0.425344105924259	0.188240389870687
RP11-430H10.4	0.719534182720945	-0.581458270822864
RP11-644N4.1	0.232376939406175	0.731041378777116
C4ORF6	0.232368943915632	0.73106755984507
CASC6	0.515093487273178	-0.0378427923201319
GALNT2	0.912529333455931	-1.35649623309681
RP5-956O18.2	0.425196189349207	0.188617802740592
C1ORF87	0.739442954173846	-0.641629011111503
SPAG9	0.47250150914884	0.0689831670852214
MIR218-1	0.370810862673452	0.329706521842464
NRG1-IT3	0.30770245581492	0.502373364312685
RP11-174C7.2	0.232129079199332	0.731853225070899
RP11-328C8.5	0.30763049640003	0.502578010325681
AC016907.2	0.307590518947314	0.50269171165003
RNA5SP296	0.1331	1.11185616166389
AC010747.2	0.307494573060794	0.502964621349281
EVX2	0.307474584334435	0.503021482251356
SLC29A1	0.552316493497667	-0.131516148331355
RP11-96H17.3	0.307362647466829	0.503339933366627
RNU6-570P	0.307334663249927	0.503419554120489
AQP4	0.69675902790826	-0.515101715250926
AC099339.1	0.231781275360697	0.73299324280087
ARFIP1	0.471921836084448	0.0704397270217628
SDR9C7	0.471897849612818	0.070500001666112
MAGI1-AS1	0.617807556538112	-0.299727675071958
RP11-340A13.3	0.307218728637049	0.503749445537487
AIMP1	0.307190744420147	0.503829082713081
RP11-558A11.1	0.370215198627974	0.331283441939659
RNU6-344P	0.370131245977269	0.331505758582203
C12ORF5	0.471665980387062	0.0710826697993475
ITPKB	0.738511479525548	-0.638763124021324
AC005176.2	0.231577390351842	0.733661972127702
AC005176.3	0.231577390351842	0.733661972127702
ARPC4	0.42405283420151	0.191536013114164
ARPC4-TTLL3	0.513774231333528	-0.0345337405311954
TADA3	0.42405283420151	0.191536013114164
CNN2P12	0.1328	1.11325250131777
GXYLT1P1	0.1328	1.11325250131777
LINC00418	0.1328	1.11325250131777
ZNF965P	0.23150143319168	0.733911190474535
RP11-428K3.1	0.306938886468032	0.504545961180208
TGM2	0.42393290184336	0.191842213210178
AL160037.1	0.369843408317709	0.33226811155148
L1TD1	0.471310181057883	0.0719768110025062
RP5-1155K23.4	0.369799433119721	0.332384599139862
ERP44	0.471214235171363	0.0722179375530735
RP11-1072C15.7	0.231273561711195	0.734659119192199
HBP1	0.1326	1.11418460158986
CDCA5	0.471030338888867	0.0726801085237953
NAALADL1	0.306595080374669	0.505524976011244
PRORSD1P	0.306583087138854	0.50555913643341
HSPE1P14	0.306535114195594	0.505695784022321
TYRP1	0.470926397511803	0.0729413424552627
ATP8B3	0.513146585325876	-0.0329595690327087
RP11-697M17.2	0.23109366317397	0.735249879643728
SAMD8	0.512998668750825	-0.0325885979772416
RP4-781K5.4	0.512950695807564	-0.0324682840059336
RP4-781K5.9	0.36929571721549	0.333719233726874
RNA5SP433	0.369259737508045	0.333814587490817
RPS6P12	0.369219760055329	0.33392053967733
CDC14A	0.695335830591546	-0.511032444008053
RP5-837M10.1	0.369203769074242	0.333962921601485
RP5-837M10.2	0.230969733070548	0.735656997265648
WFDC12	0.23090177140093	0.735880307089777
XPNPEP1	0.306211296828589	0.506618402441989
RN7SL854P	0.423101370826854	0.193965696927437
RP11-376O6.2	0.585050031782075	-0.214829904940527
RP11-2P2.1	0.306175317121144	0.506720942210562
MIR378A	0.369043859263375	0.334386773851902
RN7SL868P	0.230845802967127	0.736064236855392
RP11-135M8__A.1	0.30611934868734	0.506880459108345
RPL35AP31	0.30609536221571	0.506948827441404
RIPK1	0.584826158046862	-0.214255672041649
RP1-40E16.12	0.368899940433595	0.334768292244171
RP3-509I19.6	0.368883949452509	0.334810686183662
TRHDE-AS1	0.422825526403109	0.194670314581826
RNA5SP195	0.1323	1.1155845697992
STARD3NL	0.550321618607106	-0.126473957009962
AL713997.1	0.1323	1.1155845697992
TARDBP	0.368803994547075	0.335022664909182
CTD-2587H24.5	0.230669902175173	0.736642464027026
PTPRH	0.42273357826186	0.194905208595671
SYT5	0.230669902175173	0.736642464027026
RNU6-815P	0.230653911194087	0.736695042345603
OR5M14P	0.368660075717295	0.335404264562327
GDF6	0.368612102774035	0.335531475298291
RP11-553E24.3	0.230497999128492	0.737207787731673
RP5-1087E8.3	0.512043207630896	-0.0301924312884029
RP11-254F19.3	0.368460188453712	0.335934345130406
AC007386.4	0.305599641802024	0.508362304246543
AC012360.6	0.23030210961018	0.737852281166053
FHL2	0.615528841733262	-0.293758673069548
RNU6-229P	0.1321	1.11651909793916
USO1	0.511699401537533	-0.0293302554408931
AC011526.1	0.305387761302625	0.508966761396007
KLK14	0.694376371726346	-0.508293886841698
AP000925.2	0.132	1.11698672787661
RN7SKP273	0.132	1.11698672787661
RP11-354A14.1	0.469443234016015	0.0766695006807313
SLC12A5	0.583946654087095	-0.21200043901133
UBE2QL1	0.511551484962481	-0.0289593260657089
RNU6-247P	0.230090229110781	0.738549731523453
ARL2BP	0.3052078627654	0.509480125736748
RP11-407G23.3	0.230074238129695	0.738602383864975
RP11-407G23.4	0.230074238129695	0.738602383864975
RSPRY1	0.42191803822644	0.196989088687442
DHTKD1	0.511415561623245	-0.0286184755594244
OR2AP1	0.1319	1.11745460220189
IL34	0.469203369299715	0.0772725360795016
AC053503.11	0.421834085575735	0.197203654172344
ASIC4	0.367912497351494	0.337387250165274
RNA5SP265	0.230006276460077	0.738826179164618
ABCB11	0.716012169136607	-0.571035377947176
AP000593.7	0.1319	1.11745460220189
PRKAB1	0.421718150962857	0.197499973818123
RP11-173L6.1	0.469059450469935	0.077634370793328
RP11-508N22.12	0.22994231253573	0.739036843842656
ZNF37A	0.22994231253573	0.739036843842656
AP001372.2	0.229890341847198	0.739208033046634
CYCSP27	0.367728601068997	0.337875246496829
LIPT2	0.30499198452073	0.510096340246378
RP11-702H23.2	0.367728601068997	0.337875246496829
RP11-702H23.4	0.715940209721717	-0.570823073587724
KRT8P45	0.1319	1.11745460220189
RP11-110J1.2	0.229882346356655	0.73923437176998
RNU4-66P	0.1318	1.11792272127309
CTD-2260A17.2	0.754814284743405	-0.689718180516234
ERAP2	0.421554243406719	0.197918938088
CHCHD2P3	0.36759267772976	0.338235991152643
RP11-74M11.2	0.468823583498907	0.0782273996874951
CTD-3193K9.1	0.229770409489048	0.739603167762222
EZH1	0.367560695767587	0.338320878643693
A2ML1-AS1	0.42136634937895	0.198399256949538
P2RX4	0.367444761154709	0.338628616241326
RP11-173E2.1	0.367428770173622	0.33867106532268
BNIP1	0.229614497423453	0.740117015597881
NAMA	0.468531748094075	0.0789611854051329
XIRP2	0.922927468907536	-1.42504199499856
ACAD9	0.304524248323945	0.51143213684605
AC106900.6	0.421070516228847	0.199155596489356
RNU6-374P	0.304484270871229	0.511546349805344
EPDR1	0.94625031482244	-1.6095351733781
GPR141	0.715316561459337	-0.568984178403039
CREB3L1	0.42093459288961	0.199503142020566
AC002069.5	0.229350646235523	0.740987049749951
C10ORF76	0.614149619614537	-0.290150947660719
HSD17B13	0.366977024957924	0.339870504360256
MIR5705	0.304292379098189	0.512094664942438
RP11-529H2.2	0.468211928472342	0.0797653829810676
UNC13B	0.693029131569795	-0.504454914627751
GRIN2A	0.977548662554319	-2.00556504090584
HDAC2	0.668814788459309	-0.436642792950755
RP11-544L8__B.4	0.510152274117398	-0.0254507246603314
PCDH20	0.36672916475108	0.340528811340547
RP11-395I6.2	0.1314	1.1197976522064
CHRNA5	0.366689187298364	0.340635003700344
RP11-650L12.2	0.1314	1.1197976522064
TCTEX1D1	0.467804158454632	0.0807908097824587
ATP1B3P1	0.366553263959127	0.340996086466295
SLC39A14	0.582187646167561	-0.207493193687522
KCNJ3	0.829100387381517	-0.950616232775808
PAQR5	0.613450014191996	-0.288322387607659
RNA5SP398	0.1313	1.12026700040601
RP1-111C20.4	0.6420498838655	-0.363943457559806
RSPH3	0.4202869581556	0.201159426007503
AP000654.5	0.228890905529281	0.742504360146069
RDH14	0.1313	1.12026700040601
RP11-111J6.2	0.366293410516469	0.341686515562349
AL139147.1	0.303684721816895	0.513832013409619
MTFR1	0.581711914480233	-0.20627491636186
LYPLAL1	0.419967138533867	0.201977547330436
RIMKLBP2	0.303588775930375	0.514106473285201
FOXJ2	0.366089525507614	0.342228350894419
RPL21P75	0.419891181373705	0.202171870992109
RP11-154D17.1	0.77051343042524	-0.740538780332517
RP11-45I20.1	0.365945606677834	0.342610883385726
PDCD11	0.547031474248524	-0.118164836018486
RP11-672L10.5	0.303268956308642	0.515021619447328
CTD-2621I17.6	0.546863568947114	-0.117741021829483
METAP2	0.419523388808712	0.203112914745723
RP11-62C7.2	0.228451153549398	0.743957301778709
SLC25A5P6	0.228423169332497	0.744049814841129
RNU6-604P	0.30314502620522	0.515376354528173
CD81	0.22838319187978	0.744181987406708
CD81-AS1	0.365589807348655	0.343556804065818
LRG_142	0.22838319187978	0.744181987406708
ULK4	0.956064779464382	-1.70673971959783
RP5-968D22.1	0.46645691829808	0.0841793495245167
RP11-355F16.1	0.546411823731416	-0.116600864613755
FECH	0.75216377962829	-0.681314609905054
RP11-13K12.2	0.508441239141124	-0.021160627788033
ZNF71	0.580628525511611	-0.203501659179659
RP11-659O3.1	0.769454027928248	-0.737049999282528
RP11-582J16.3	0.228227279814185	0.744697584689937
SORBS3	0.228227279814185	0.744697584689937
MEOX1	0.41896770221595	0.204535050645377
AC084010.1	0.228099351965491	0.74512078677479
RP11-334A14.8	0.466073134752	0.0851448060926508
AC092580.1	0.365130066642414	0.344779516648371
AC092580.2	0.302697278734794	0.516658519064102
CTD-2210P24.3	0.418839774367257	0.204862507320116
CHD3	0.508093435302489	-0.0202886255776816
LSMD1	0.508093435302489	-0.0202886255776816
ELOVL6	0.785480988722361	-0.790838872921052
EIF2AP4	0.227939442154625	0.745649977124482
MIR3199-2	0.1307	1.12308828748632
PITPNB	0.545792173214307	-0.115037178363674
PTGER1	0.418603907396229	0.205466313184318
RP11-219B17.2	0.364878208690299	0.345449568982526
LINC00346	0.302429429801592	0.517425934293272
MUL1	0.227799521070116	0.746113190029819
RP11-445F12.1	0.690386621945223	-0.496946532739369
RP11-752D24.3	0.364646339464542	0.346066579704172
RP11-116D17.2	0.302265522245454	0.517895696905503
EIF5A2	0.302241535773824	0.517964452238456
AL163636.6	0.507481780275924	-0.0187551414630282
ANG	0.507481780275924	-0.0187551414630282
RNASE4	0.507481780275924	-0.0187551414630282
RP11-903H12.3	0.507481780275924	-0.0187551414630282
FTLP10	0.227635613513978	0.746656014556662
RP11-646E20.6	0.227635613513978	0.746656014556662
TMPRSS11BNL	0.227635613513978	0.746656014556662
RP11-875H7.2	0.302169576358934	0.518170732931262
RP11-36N20.1	0.227595636061261	0.746788444157599
TFDP2	0.751488160677378	-0.679180219963904
POMT2	0.507405823115763	-0.0185647119472066
C11ORF30	0.57959310948625	-0.200852665249488
RP4-810F7.1	0.465229610499678	0.0872670793945045
NPR1	0.227483699193655	0.747159316738182
GIMAP2	0.301973686840622	0.518732386576862
PRSS1	0.1304	1.12450228899143
TRBV29-1	0.1304	1.12450228899143
CTBP2P8	0.545024606122147	-0.113100614579764
MTND4P20	0.417856329030427	0.207380566926016
IGDCC3	0.579333256043591	-0.200188081734656
CUL4A	0.36406666640015	0.347609683667988
LMX1B	0.732175053269956	-0.619404536344328
AC015688.3	0.22720785476991	0.748073691756663
RP11-19P22.8	0.22720785476991	0.748073691756663
RP11-666I19.2	0.417556498135052	0.208148528919328
AC007253.1	0.301617887511444	0.519752951837121
C2ORF66	0.301605894275629	0.519787362340554
GTF3C3	0.417508525191792	0.20827141421931
AC011366.3	0.417484538720162	0.208332858048604
MAN2A1	0.784465561423357	-0.787363892907672
PGAM5P1	0.4646339464542	0.0887659825755817
CTD-2609K8.3	0.417372601852555	0.208619606322504
SFRP5	0.301473968681664	0.520165918513953
CARTPT	0.22694400358198	0.748948896969896
RP11-380I10.2	0.363582939222279	0.348898011021433
RN7SKP159	0.506354416109314	-0.0159288326604468
STK38	0.363506982062117	0.349100362919265
GPR135	0.544105124709664	-0.110781330167243
AL358781.1	0.226832066714373	0.749320369498937
POMT1	0.301210117493733	0.520923254615264
PRRC2B	0.544077140492762	-0.110710752656755
RP11-334J6.6	0.301210117493733	0.520923254615264
RNU6-1012P	0.226784093771113	0.749479603666939
FERMT2	0.506094562666656	-0.0152773973688264
CAMK1	0.1298	1.12733705777282
OGG1	0.505998616780136	-0.0150368690685201
RP5-1136G13.2	0.22668015239405	0.749824676242541
KRT18P41	0.226668159158235	0.749864498054226
RP11-395F4.1	0.638136091244538	-0.353481070561941
MMS22L	0.5780339888303	-0.196866483911256
AC011196.3	0.300870309145642	0.521899052162834
RP1-228H13.1	0.362955293214627	0.350570506329744
NAALADL2-AS3	0.609156435770226	-0.277121089767659
CREG2	0.543357546343862	-0.108896090780141
CCDC91	0.948037306958875	-1.62611409522396
RP11-967K21.1	0.226336346300686	0.750966706882873
GRIK5	0.226300366593241	0.751086278324091
TRH	0.300562482759724	0.522783439107706
C17ORF72	0.300518507561735	0.522909813469081
CTC-264K15.6	0.543141668099192	-0.108351762407573
ICAM2	0.300518507561735	0.522909813469081
RP11-214C8.2	0.300518507561735	0.522909813469081
RP11-84A19.2	0.463210749137486	0.0923480686135384
ZNF767	0.30048252785429	0.523013216885688
RPL7P45	0.226196425216178	0.751431767271708
VSTM2B	0.416069336893992	0.211959444787999
AL356019.1	0.543033728976857	-0.108079610269861
OR11H5P	0.416033357186547	0.212051682291512
OR11H6	0.543033728976857	-0.108079610269861
EEF1GP6	0.3625075457442	0.351764223315759
UPP2	0.900855917262664	-1.2864439580521
STAU2-AS1	0.463022855109718	0.0928210720319701
ERI1	0.766515685153573	-0.727420125115873
RNU7-55P	0.226116470310745	0.751697589045499
GRAMD2	0.226100479329658	0.751750759774156
RP11-2I17.4	0.226100479329658	0.751750759774156
RNA5SP452	0.30026664960962	0.523633754887713
RPL7AP69	0.362327647206975	0.352243982844116
CTC-344H19.4	0.300214678921089	0.523783173775539
PGLYRP1	0.362295665244802	0.35232928191234
MIR4704	0.362247692301542	0.352457235321671
ZNF346	0.362223705829912	0.352521214190192
RN7SKP152	0.30009874430821	0.524116534983806
RN7SKP12	0.362139753179207	0.352745151595833
COLEC10	0.687468267896906	-0.488686780521425
RP11-83M16.6	0.766211856512927	-0.726428235531615
NLRP2	0.462531132441303	0.0940590306095969
HMGCLL1	0.868078403780268	-1.11735353832633
HBM	0.1292	1.13018091480767
HBZ	0.1292	1.13018091480767
HBZP1	0.1292	1.13018091480767
Z84721.4	0.22574468000048	0.752934358816758
CCDC144CP	0.225736684509936	0.752960968663515
TM4SF5	0.299822899884465	0.524909939059312
VMO1	0.299822899884465	0.524909939059312
RP11-810P8.1	0.299806908903378	0.524955943628005
CTB-85P21.1	0.1292	1.13018091480767
LINC00971	0.81140636680912	-0.883090703947999
AP000439.5	0.225640738623416	0.753280328423359
IMPACT	0.57637892228783	-0.192638417720122
RP11-178F10.1	0.415085891557162	0.214481255101564
EGFR-AS1	0.415061905085532	0.214542779648078
PFN2	0.607709251981882	-0.273353496840773
RP11-167H9.4	0.900132325368492	-1.28230592801038
RP11-63E16.1	0.225572776953798	0.753506588077013
TDO2	0.361568075605359	0.354270529806251
AC007091.1	0.913200954661571	-1.36073297239746
CTD-2050E21.1	0.4619954345749	0.0954078650775583
RNU7-156P	0.361536093643185	0.354355889969599
STT3B	0.361512107171555	0.354419911786531
RP11-16F15.1	0.299459105064743	0.525956818137471
LINC00431	0.41481804262396	0.215168325347121
NDUFS5P5	0.225372889690215	0.754172281349995
RP11-402G3.5	0.361340204124874	0.354878777340069
OR5I1	0.361288233436342	0.355017518842277
RTCB	0.63600529301474	-0.347801299092674
RP11-10A14.5	0.461687608188981	0.0961830199799069
RP11-10A14.6	0.299287202018062	0.52645169780491
CUL3	0.54153057675471	-0.104290462465105
AC002511.1	0.225248959586793	0.754585179063469
RN7SL491P	0.1289	1.13160627688077
TRIM39	0.503615960598223	-0.00906399318412367
TRIM39-RPP21	0.503615960598223	-0.00906399318412367
HNRNPAB	0.46156367808556	0.0964951116220858
PHYKPL	0.635801408005885	-0.347258421862572
RNU6-1262P	0.1289	1.13160627688077
SLC7A6	0.299167269659912	0.526797039052382
SLC7A6OS	0.225180997917175	0.754811661466493
GPR132	0.225173002426631	0.754838309000483
AC092569.2	0.541366669198572	-0.103877375616452
RP11-88H10.2	0.361028379993684	0.355711328932338
RP11-88H10.3	0.299099307990293	0.526992760314735
RP11-863P13.4	0.225105040757013	0.755064834685063
RECQL	0.661970648554215	-0.41784738566367
CTB-114C7.3	0.414294337993372	0.216511995320815
OR4U1P	0.414214383087938	0.216717170114358
ARL5B	0.360812501749014	0.356287855236929
ARL5B-AS1	0.414206387597395	0.216737688095347
RP11-139J15.7	0.414206387597395	0.216737688095347
TFB2M	0.360792513022655	0.356341243289958
LRFN4	0.1288	1.13208190878364
PC	0.461191887775295	0.097431443066643
ARHGAP8	0.933989230074238	-1.50617778807534
PRR5-ARHGAP8	0.933989230074238	-1.50617778807534
CC2D2A	0.685829192335523	-0.484062356973745
RNU4-58P	0.414042480041257	0.217158326827132
LINC00229	0.414022491314898	0.217209626860662
CD2AP	0.540822975841625	-0.10250726282658
HNRNPM	0.298703531208398	0.52813295035069
PRAM1	0.224817203097453	0.756024667505824
SEMG1	0.224805209861638	0.756064675653078
RP1-91G5.3	0.413898561211477	0.217527699833158
CORO2B	0.764524808008283	-0.720933575517762
WISP1	0.76449282604611	-0.720829621804545
SNX27	0.298431684529925	0.528916509044935
POLR3KP1	0.224589331616968	0.756785029386571
RP11-575C20.1	0.224581336126425	0.756811716695265
RP11-551G24.3	0.29839570482248	0.529020239670643
ZNF695	0.502544564865416	-0.0063783214862133
HOXD3	0.41354675962757	0.218430736691242
HOXD4	0.298383711586665	0.529054817810814
HOXD-AS2	0.298383711586665	0.529054817810814
MIR10B	0.298383711586665	0.529054817810814
KDM7A	0.413462806976865	0.218646260423626
BHLHE40-AS1	0.707317073170732	-0.545563741822596
FOXP1-AS1	0.3601088985812	0.358167727341907
GUCA1B	0.224469399258818	0.757185395632819
RP11-38M8.1	0.460332372541886	0.0995964087109659
RN7SL554P	0.224445412787188	0.757265483446669
AC009948.5	0.224413430825015	0.757372274754675
C11ORF68	0.1285	1.13351034349384
FOSL1	0.22437745111757	0.757492425301498
GABRA4	0.574304092491835	-0.187342866869576
AC002463.3	0.502124801611891	-0.00532611297964044
RPL30P14	0.35982106092164	0.358937130516189
RP11-593F5.1	0.1284	1.13398700268108
TMEM212	0.660563442218589	-0.414001353537567
RPS27AP1	0.297883993427707	0.530496136717832
ZNF431	0.297836020484447	0.530634561279821
RP11-536K17.1	0.412871140676658	0.220165478239185
RP11-640A1.3	0.359541218752624	0.359685365143813
AP000620.1	0.224037642769478	0.758627720371458
B9D2	0.224029647278935	0.758654444968531
TGFB1	0.359481252573549	0.359845727323394
CTD-2375G15.1	0.1283	1.13446391965404
RP11-301G23.1	0.223985672080946	0.75880143993902
GNG2	0.905325396476387	-1.31250675889175
RP11-328C8.4	0.29755617831543	0.531442240687037
MRPS35P3	0.412523336838023	0.221058768937683
AL731561.2	0.297456234683638	0.531730781629289
RBP3	0.359177423932902	0.360658371370369
RN7SKP45	0.223805773543721	0.759402953825838
FAR2	0.76326951599298	-0.716859217840606
